,star_rating,review_body
156,3,"There is a lot to like about this set.  The quality of the material is good, and they are attractive.  I just cannot see myself using these as a salad set because all the bowls (serving and the 4 smaller bowls) aren't big enough, in my opinion.  The 4 smaller bowls have a small diameter - HOWEVER, they are quite deep.  They almost seem more appropriate for soup, but I'm not sure the material is meant for such heat.<br /><br />I WILL use these, however, for other purposes.  The serving bowl could be used for a side dish, and the smaller bowls could make attractive options for condiments, dips, etc."
157,5,Great quality koozie!
158,5,Is perfect for my boy
159,5,Look and feel: I wasnt very sure about the wooden handle not staining in oil. But it has stood the test of time and the handle as well as the silicone bristle part is very good and has no stickiness or stain developing on it.<br /><br />Working: Works perfect for basting. I use it to apply oil on my Indian flat breads and its perfect.<br /><br />The size is very convenient too. Fits in drawers and has an ergonomic grip. Five stars!
160,2,"I was doing a meringue (copper bowl, cream of tartar) and it worked fine, but it takes several minutes to get it to froth properly.<br /><br />I suddenly noticed it pausing or slowing down or stopping.  Turns out the shaft coming out of the motor was hot enough to melt the gears inside the collar that the whisk goes into.  I need the whisk not the blender for meringues.<br /><br />So, short answer, it worked, but because it heats up (no way to vent the heat), it will melt inside.<br /><br />But it is inexpensive.  If I keep doing meringues (for low-carb), I will see if there is one that has cooling or a different gearbox.<br /><br />So it works as long as you don't try doing it to much."
161,5,great
162,5,"keeps it hot for a long time .Received as a gift for hunting season ,After 8 plus hours of temp 10 to -5 still hot."
163,4,good
164,5,We were tired of breaking corks and then having to fish the pieces out of the wine.  This wine bottle opener is a jewel.  It works every time and we are grateful not to have to use a strainer when pouring wine for guests.
165,5,These are my fourth set as my other 3 sets were just not enough... If you're having more than 4 guests over to 'tie one on' I highly recommend buying at least 4 sets as each Sphere lasts about 2-3 drinks (depending on how quickly you can knock back your drinks)
166,5,"Cute, whimsical mug!  I love it.  I especially like how the interior is NOT white, but blue.  It, therefore, won't stain easily. I plan on buying them for friends as well!"
167,5,all around a good deal for the price.
168,3,Great but where is the handle logo?
169,5,"This manual chopper is easy to use and clean up. The blades are sharp and does a good job mincing onions, garlic, ginger, tomatoes etc. We had great success making salsa, gaucamole and baby food. This is portable doesn't use electricity and can take it with use while travelling. We use it everyday in our kitchen. It is a must have tool for making healthy recipes."
170,5,great at getting the burnt stuff out of the grooves in my grill pans.
171,5,A beautiful knife block. Looks like it was custom made for my drawer. Great quality for a great price. I'm very pleased!
172,5,"My neighbor had a pad like this in her kitchen, and once I found out where she got it I just HAD to have one.  It remains lofty and doesn't flatten with use.  Everyone of my friends who steps on this pad raves about it.  It sure take the stress off of my feet when I am doing dishes.  The design around the perimeter is pretty and not at all hard to clean like I feared it might be.  I love this pad."
173,5,Very pricey but does a good job simple to use and dries the lettuce - compact to store
174,3,"Was not quite what I expected from advertizing they posted,"
175,4,"I got those with no problem, it was the other item. The screen cover for my camera. They couldn't figure out the address"
176,5,"We had the larger size originally, but always complained that it was too big for certain things I want to cook. The small one is great for grilled cheese. Good weight. Even heat distribution. Love this style of pan. Would recommend to anyone."
177,5,"Marvelous little &#34;gizmos&#34;.  Much easier to use, for me anyway, than the slide on type (always seem to hang up) and they keep the bags (of anything) sealed well and air tight.  I've got all the sizes, from these &#34;minis&#34; right on up to the &#34;jumbo x-large&#34; ones.  Can seal any bag, from the anti-static bag the E-ZPass travels in, up to the giant potato chip and cereal bags.  They can even be cut to a &#34;custom size&#34; if you always have a certain size bag on hand and don't want the plastic sticking out catching on things."
178,4,"Smaller than I expected but for the price, it works well enough."
179,5,They were Great
180,5,Fast shipping easy to use just what I was looking for!!!
181,5,Great color for a winter lunch box!
182,5,"We are pretty particular about the type and brand of kitchen items we buy.  We've had several peelers over the years and we just get rid of the ones we don't like because you can tell a difference in quality, although some disagree and think one is just like another.  Well let me tell you that this set is different than any set I've had before.  The construction is good and the stainless steel is thicker and more substantial than a lot of the ones I've had.  The blades are super sharp and I like that the end of the peeler is metal and not plastic or rubber.  I love that they are dishwasher safe because I do not like washing peelers.  The handles are large and it took me a second to get comfortable holding them, but they are shaped perfectly for me and it makes it easier to use.  Even with a lot of pressure I don't have any issues with the blades swiveling.  I have used them to make orange peel curls, peel eggplant, potatoes, carrots, cucumbers, and they were even sharp enough to peel tomatoes.  I tried their recipe for sweet potato chips and they came out great.  I used the peeler to make really thin slices for the chips and my kids love them!  I'm sad to say that my previous favorite peelers just got moved back in the drawer to make room for these up front. *I purchased this product at a discounted rate to be able to test out and leave an honest review."
183,5,These food strainer are great for quinoa and loose leaf teas!
184,5,The recipe was easy to follow. Just opened my first bottle tonight and it was more than i expected. Tastes is fantastic. I will order again for sure!
185,5,"I bought this pan, along with the smaller one (which is perfect for making my caramels).  I love this pan! I use a mixture of 1:1 cornstarch and confectioner's sugar.  The marshmallows come out super easy. I bought the silicone cutting wheel, too, and absolutely love this.  This had made my marshmallow making so much easier to do-- and it cleans up beautifully."
186,5,"Makes a great cup of coffee!!  Solid stainless steel, brews fast, love it!! Advise using the square wrap around filters."
187,5,Easy to fill and remove ice.  Much better than the individual balls.  A perfect complement to a glass of whiskey.  Cheers!
188,5,Love these. Love the fact that they do keep your hands safe from the hot dishes or pans from the oven. This mitt is so much better then the classic cloth ones. I don't feel any heat transfer when taking out items from the oven.  The length comes over the wrist about four inches which keeps the hands safe from steam etc.
189,4,Great toaster
190,5,GOOD
191,5,"I have been using this regularly for about a month now, and it has definitely held up to use! I love this infuser. One of my favorite teas is fairly fine, and I have no issues with tea falling through the infuser. The infuser works wonderfully without causing a lot of extra leaves floating in the tea, and it always makes a great cup. The clip on the end is great for clipping onto the mug, and the infuser is easy to clean. Customer service was excellent and I would definitely order from this company again!"
192,5,"got it for my in-laws.  They are enjoying it.  It seemed like the most reasonably priced, and I liked how salt and pepper are in the same dispenser--they only have one thing to bring to the table."
193,5,"Retro and awesome. Some complains on here I've seen were these aren't true coasters because they don't absorb moisture like cork coasters are unwarranted. (Facepalm). These hotties don't want your slimy, perspiring glasses on them. These precious circular pedestals sing sweet music when paired with a nice cup of joe sitting on your bar in the morning. Cheers!"
194,5,great quality and easy to use
195,5,Smaller than i thought but Awesome!!!! Super cute! And they fit!!
196,1,Very disappointed
197,5,Met my wife's expectations.
198,5,"Excellent quality price relationship, optimal size for me at 20 oz, professional look. Keeps drinks hot or cold while you are working or getting distracted from your favorite warm or cold drink.  No worries you can get back to your favorite drink at quality temperature you expect after taking care of distractions.  Spill proof, automatic sealing and easy cleaning lid make it and excellent investment. Bravo, works as described."
199,4,"I've been using mine for about four months now. Mine seems to cook hot, so I've had to learn to adjust my cooking time down by about 1.5 hours from what any recipe calls for. Other than that quirk, I love this slow cooker! It's easy to use, easy to clean. I've used each mode with great success and no glitches. This appliance gets lots of use in my kitchen!"
200,5,Excellent
201,1,"I will return it, only use it for a week and already broke"
202,2,I am returning this item without using it. The handles seem like some kind of cheap plastic. It doesn't have the &#34;heft&#34; I like to feel. Cooking is as much art as science; this cooker has neither the feel of an artist's instrument nor a scientist's tool.
203,5,"Love this mug!! The mug fits under my Keurig, and I take it to work with me in the morning. No more having to stop at the convenient store everyday."
204,5,Very nice little machine. I use this to make a healthier Spaghetti using veggies!
205,5,great quality for the price. ...rivals reidel
206,4,"I purchased this for under $2, and it was worth that price. The garland is quite long, and it is cardboard so fairly sturdy. The hearts are a bit larger than I had anticipated. It will go a long way as valentine's decor for only $2!"
207,5,Great product - best colander I've owned
208,5,Much larger than expected. Love it!!
209,3,"I truly can't figure out the rave reviews. The can opener is comfortable, seems durable, and was made in the U.S.A., so I generously gave it three stars. However, one small problem:  It doesn't open cans very well. Most of the time it leaves at least one &#34;uncut&#34; area; sometimes more than one. When I buy a can opener, I kind of expect it to open cans the first time, every time. I'll keep looking."
210,2,"Product arrived on time. The box had been opened, the sealed again with tape, so clearly not &#34;new&#34; as advertised. As I was pulling the bowls out of the box, I sliced my finger on a bowl that was badly chipped and had ragged edges. I returned the product for a refund."
211,5,"This thing is perfect for the price and cheaper than all the stores!<br /><br />I highly recommend this product. It's a great way to get the water you need every day. I have to trick myself most of the time :)<br /><br />It's sturdy, BPA free and affordable. Get it!"
212,3,Needs to be a little more leak proof
213,3,Not suck the container tight.
214,5,I used this in the bar area at my wedding reception for straws and napkins.  Worked great.
215,2,"I used this for about two months to make nothing but my breakfast smoothies 5 days a week. I made a sauce one day when it worked fine; next morning, it would not start. I have tried using it a few times after and still nothing. I am outside my return window, so this will just have to be junk."
216,5,Excellent product
217,5,Excellent pans
218,5,It was just what I was looking for!! And it was priced very reasonable
219,5,Works exceptionally well for 2 to 4 people.  Easy to use and clean.  The rice has been perfect every time.  Our old rice cooker would leave a crusty layer of almost burnt rice on the bottom; this one doesn't do that.  Very pleased with this purchase.
220,5,Great  !
221,5,"These Moscow mule copper mugs are so nice. They are well made, and very sturdy. I think they are great for traveling mugs as I've used them in my recent travels. They keep my beverages nice and cool for a long period of time, and my hot beverages warm as well. I like that it has a stainless steel lining on the inside. The handles are thinner, but has no effect on safely and easily handling them. I was given the opportunity to test these mugs complimentary, and share my honest unbiased experiences and feedback. These mugs have a nice shine and look so nice when washed and dried. You cannot use these mugs in the microwave or wash them in the dishwasher, as with any fine a quality products. Just warm water and some soap will get them nice and clean."
222,5,"One of the better kitchen gadgets I've ever invested in, and it works exactly as advertised.  This is perfect when cooking for one or two people when it's a waste of time and energy to heat a huge pot of water for pasta. The cooking times on the instruction card are a good starting point.  I like my pasta a little softer, so I add a minute or two.  I love having pasta again on a regular basis!"
