,star_rating,review_body
17,5,"Argentinian tenor Ra&uacute;l Gim&eacute;nez is now in his early sixties and presumably somewhat less active than when he recorded three operatic recitals for Nimbus between 1987 and 1991. Although he has made some excellent Rossini recordings and sung in the principal operatic venues, he has perhaps never achieved the fame he deserved of the kind enjoyed by his successor Juan Diego Fl&oacute;rez. Their voices are certainly comparable but Gim&eacute;nez has a slightly weightier, duskier quality. It is nonetheless essentially of the light, flexible, high-flying lirico-spinto variety, ideally suited to Mozart, Rossini and bel canto roles. His tone is slightly tight but very even in emission, invariably maintaining smooth legato; he displays an extraordinary subtle command over colour, dynamics and the messa di voce. He has a trill and great florid capability in executing coloratura divisions; apart from the occasional squeezed top note is singing evinces virtually no technical flaws and he is mercifully free of the dreaded aspirates with too many would-be Rossini tenors mar the line. I much prefer him to his almost exact contemporary, the Mexican tenor Francisco Araiza, who also specialised in Mozart and Rossini but to my ears had a much more constricted sound; amongst the modern tenors who rivals him for ease and beauty in this repertoire are Fl&oacute;rez, Lawrence Brownlee, Colin Lee and Barry Banks; he is that good.<br /><br />This Mozart album presents arias spanning the composer’s life from eighteen years old to the year of his premature death and brings to mind recordings by the greatest exponents of this music; comparisons with tenors such as Dermota, Simoneau, Wunderlich and Burrows, are by no means inappropriate. My only reservation is that both “Il mio tesoro” and “Un aura amoroso” are taken rather too briskly to permit them to breathe and they are to some extent robbed of the languorous sensuality inherent in the music. Otherwise, this is Mozart singing of the utmost refinement and sensibility. It is good to have the three rarer items of two arias from earlier operas and the concert piece and I once again note Gim&eacute;nez’ ability to encompass the impassioned, declamatory mode of  “Se all’impero” and the rapt poise of “Dies Bildnis”,  both of which are demanded of the complete Mozart singer. For this final album he has the expert support of the Covent Garden orchestra in first rate sound.<br /><br />[This review also posted on the MusicWeb International website]sibility. It is good to have the three rarer items of two arias from earlier operas and the concert piece and I once again note Giménez’ ability to encompass the impassioned, declamatory mode of  “Se all’impero” and the rapt poise of “Dies Bildnis”,  both of which are demanded of the complete Mozart singer. For this final album he has the expert support of the Covent Garden orchestra in first rate sound.  [This review also posted on the MusicWeb International website]"
18,5,The delivery was very rapid I love it
19,5,Great example to show why Pink Floyd are masters in what they do!
20,5,Two of my favorite entertainers!  It's a Long Story: My Life explained a lot about this album and its title.  Great job Merle and Willie.  Thank you joining forces on this album.  Couldn't get any better than this!
21,5,great!!
22,5,GREAT BLUEGRASS SELECTIONS ...... The real deal.
23,5,Arrived as advertised
24,5,"I was so happy to get my Hermans Hermits greatest cd, it was just what I expected, I love it!!!!"
25,5,Out freakin standing love this app
26,4,"In early 2004, I remember first hearing &#34;Somebody Told Me&#34; followed quickly by &#34;Mr. Brightside&#34;. I bought &#34;Hot Fuss&#34; and thought at that time how well the band reminded me of the best of the 1980's New Wave movement that I grew up on as an impressionable kid. I always felt that &#34;Hot Fuss&#34; didn't get enough airplay. There were so many good songs, memorable songs, that didn't get their fair shot at top 40 radio back then. I was hooked, and I've bought every Killers release as well as both of Brandon Flowers' albums.<br /><br />Personally, I feel that, unlike, say, Phil Collins, or Peter Cetera, Brandon Flowers is better suited to The Killers than he is as a solo artist. With one caveat: Phil Collins' first two solo projects, 1981's &#34;Face Value&#34; and 1982's &#34;Hello, I Must Be Going&#34; are not his best works. They have some really great songs, but they are not, as a whole experience, his best albums. Brandon Flowers, thus far, is more like David Lee Roth, or Mark Knopfler--solid, but just missing what they had in their own respective bands. So, here is Brandon Flowers' second solo album &#34;The Desired Effect&#34; which, right out of the gate, received critical accolades. I'm not so sure about that, as there are some songs here that begin to annoy after repeated listens. My biggest annoyance/beef is with &#34;I Can Change&#34;. There was absolutely no reason to use Bronski Beat's 1984 gay independence anthem &#34;Smalltown Boy&#34; on a song like &#34;I Can Change&#34; which is the exact opposite of being who you are, and instead trying to be what you think someone else wants you to be. Irritating, especially upon repeated listens. Next up on the annoyance scale is &#34;Diggin' Up The Heart&#34;. At first, I thought why does this song sound so familiar, and then it came to me--it is a dead ringer for the Electric Light Orchestra's 1983 hit &#34;Rock And Roll Is King&#34;. Irritating upon repeated listens, too. The other two tracks that are bothersome after awhile are &#34;Untangled Love&#34; and &#34;Still Want You&#34;.<br /><br />The best tracks here are &#34;Dreams Come True&#34;, &#34;Between Me And You&#34;, &#34;Never Get You Right&#34; and &#34;The Way It's Always Been&#34;. These four tracks strike the range of emotions, are well written, and have the best melodies here. Special mention goes to &#34;Can't Deny My Love&#34; and &#34;Lonely Town&#34;.<br /><br />So, slightly more than half the songs here are strong, with about four that aren't. But, overall, I liked the album. It grew on me. At first I wasn't sure, especially since I had just listened to all of The Killers and Brandon's solo debut. There is an element to Flowers that screams I want to be king of the world. I feel he tries to swing for home runs every time he makes music, and I still don't feel he's an entirely original artist. He is still heavily copying what has come before without doing something new with it. I can't recommend producers because he's already worked with quite a few I would suggest. Time will tell if solo Flowers' material will hit the big time or not, but I guarantee that &#34;The Desired Effect&#34; isn't it.<br /><br />Here's how &#34;The Desired Effect&#34; compares to Flowers' previous work:<br /><br />The Killers:<br />2004 Hot Fuss: Four Stars<br />2006 Sam's Town: Three and a Half Stars<br />2008 Day & Age: Three and a Half Stars<br />2012 Battle Born: Four Stars<br /><br />Brandon Flowers:<br />2010 Flamingo: Three Stars<br />2015 The Desired Effect: Three and a Half Starsracks that are bothersome after awhile are &#34;Untangled Love&#34; and &#34;Still Want You&#34;.<br /><br />The best tracks here are &#34;Dreams Come True&#34;, &#34;Between Me And You&#34;, &#34;Never Get You Right&#34; and &#34;The Way It's Always Been&#34;. These four tracks strike the range of emotions, are well written, and have the best melodies here. Special mention goes to &#34;Can't Deny My Love&#34; and &#34;Lonely Town&#34;.<br /><br />So, slightly more than half the songs here are strong, with about four that aren't. But, overall, I liked the album. It grew on me. At first I wasn't sure, especially since I had just listened to all of The Killers and Brandon's solo debut. There is an element to Flowers that screams I want to be king of the world. I feel he tries to swing for home runs every time he makes music, and I still don't feel he's an entirely original artist. He is still heavily copying what has come before without doing something new with it. I can't recommend producers because he's already worked with quite a few I would suggest. Time will tell if solo Flowers' material will hit the big time or not, but I guarantee that &#34;The Desired Effect&#34; isn't it.<br /><br />Here's how &#34;The Desired Effect&#34; compares to Flowers' previous work:<br /><br />The Killers:<br />2004 Hot Fuss: Four Stars<br />2006 Sam's Town: Three and a Half Stars<br />2008 Day & Age: Three and a Half Stars<br />2012 Battle Born: Four Stars<br /><br />Brandon Flowers:<br />2010 Flamingo: Three Stars<br />2015 The Desired Effect: Three and a Half Stars"
27,4,"In 1976, John \\""Juney\\"" Garrett and Richard Parker launched Ju-Par Records in Detroit and immediately arranged for distribution to be handled by the giant Motown empire, an association that lasted through 3 albums and a couple of singles before ceasing the arrangement.<br /><br />The single covered here was by the studio group The Ju-Par Universal Orchestra, assembled by Garrett and Parker, and consisting of: guitarist Phil Upchurch (who had a 1961 # 29 Billboard Pop Hot 100 hit with You Can't Sit Down, Part 2 as The Philip Upchurch Combo for the small Boyd label), trumpeters Art Hayle and Murray Watson, tenor/baritone saxophonist Ken Soderdlom, flutist Rich Rudoll, trombonist Ralph Craig, bassist Lou Satterfield, keyboardist (and producer-arranger) Dick Boyell, percussionist Derf Walker, drummer Quinton Joseph, and vocalists Kitty and Vivian Haywood and Bonnie Herman.<br /><br />In June-July 1977, the A-side, Funky Music, topped out at # 32 R&B and # 101 Billboard Pop Hot 100 as Ju-Par 8002 b/w Time. Short on lyrics, it most definitely is funky, but personally, I think if the Djs had flipped it over now and then, the B-side, Time, would have become a much bigger hit for the group.<br /><br />Both sides were also part of their only album, Moove & Grooves which, in 2005, was reformatted for CD by Traffic Entertainment Group so completists hits collectors looking for those sides in CD format will find them there."
28,5,very satisfied with service and product!
29,4,"This is a great CD (especially to listen to while walking). I also bought the DVD which is amazing; however, not all of the songs performed on the DVD are on the CD. I had never heard of David Garrett until I saw The Devil's Violinist and was immediately hooked. He is fantastic and so gorgeous!  Get the DVD also......you will love it, but be sure to turn on the English subtitles as he speaks only German while talking to the audience. I also purchased Legacy and Garrett vs Paganini - both great."
30,3,Bought for daughter.  She likes it.
31,4,"The sound recording is not the greatest. But I'm a Brainin- fan, Levi-Minzi has moved forward since the seventies-period of taking all works extremely slow vs a top-down, thoughtful approach."
32,5,great
33,5,Meets all expectations...
34,5,gift
35,2,"If it a rating just for the songs, I'd say 3, 3.5 stars.  However, for the whole CD package, it's a 2 star.  The songs are more accessible than typical Minus 5, which is sometimes pleasing, but sometimes you're hoping for the oddness of &#34;gun&#34; or &#34;down with wilco&#34;.<br /><br />A big, big factor that pulls the rating down is the recording quality....or lack thereof.  I'm cool with burying the vocal down in the mix.  Fine by me.  The poor recording issue the ever-present tinny sound, especially on drums & at times vocals & guitar.  Much of the treble here is an annoying, muddles buzz (not distortion, just lack of definition).  This is poorly produced audio.  For this alone, I'll probably donate it to Goodwill.  I simply don't go back to such poor recordings.<br /><br />The other factor pulling the rating down is not lyrics.  I typically like how Scott writes & would like them handy here.  Plus, for 15 bucks, it wouldn't kill them to put in a 4 or 8 page booklet."
36,4,"Doesn't feel like you're listening to Mumford & Sons, very different from their last album."
37,5,great
38,5,"This guy is new for me, and he sends out a very positive message. The tune, &#34;Sweetest Life&#34; is my favorite, but more than half of the songs are real good. He also talks out his philosophy of reggae music between a few of the tracks. My niece who also likes reggae music enjoys listening to BUSY SIGNAL, also."
39,5,Great CD. Love the rendition of &#34;Christ the Lord is risen today&#34; on the last track.
40,5,Excellent!
41,5,Great  cd.
42,5,"This is an excellent CD/DVD Combo! Alejandro performs one of his best nights in this concert, and the musicians are just great!"
43,5,This is a wonderful album I had a previous copy but it was damaged. If your a parent of an infant or toddler you'll find this album is magical. I've played it with all three of my kids when they are crying and cranky and it soothes them almost instantly.
44,5,Excellent product and service if you like metal with a punk rock attitude this album is for you. I love it. Glenn Danzig has an awesome and beautiful voice. This was a really great lineup in the early days of the misfits. I highly recommend this to all metal fans.
45,5,"Jimmy Thackery & The Drivers As Live As It Gets is a double live CD released 2012 playing Awesome Guitar with a Great backing band , Featuring JP Soars and the Hydraulic  Horns , Musicians : Jimmy Thackery Guitar Vocals - Mark ( Bumpy Rhoades ) Bumgarner Bass - George Bam Bam Sheppard Drums - JP Soars Guitar Vocals , Cigar Box Diddley Bow - Joe Mcglohon Tenor  Sax - Jim Spake Bariton Sax .<br />Track listing on the first disc are : Letter To my Girlfriend 7:24 - Blind Man in the Night  9:19 -Gangster of Love 11:02 - Gypsy Woman 15:56 - Kikin' Chicken 3:49 , 5 songs 47 minutes long .<br /><br /> As for the second disc  :<br /><br /> Feel The Heat 6:24 - The Hustle ( Is On ) 9:32 - Hobart's Blues 10:37 - I've Been Down For So Long 19:55 , 4 items and 46 minutes long ,<br /> All up 9 songs and 93 minutes of Awesome Live Blues Rock Music , Not the greatest singer however The Awesome Guitars , Great Horns and Band make up for it , making this an excellent live Album ."
46,5,En Vogue is a very good 90's R&B group & this album sounds awesome i would buy from this seller again :}
47,3,"I have been looking for newer period instrument/performance practices recordings of Gabrieli's music from San Marco.  So far, this disc - though very well recorded and with ample skill shown by period instrumentalists and singers - just fails to satisfy.  I have McCreesh, and several others.  The practice of one singer per part and the inclusion of super long solo pieces just does not do it for me.  I was hoping for some choral singing that would be really full - not for hordes of singers - but somewhere between this and the old E Power Biggs, Greg Smith recording.  I guess I am out of touch with the current trends in scholarship, but this recording just bores me. I am not saying &#34;dont buy this&#34; - others here obviously love this recording.  It is just not what I was hoping for."
48,5,thanks
49,5,great cd
50,5,Very worshipful music!  I love this CD!
51,5,"Knappertsbusch, Klemperer, Celibidache and now - Cobra! I have recently discovered this great musician - A masterly performer!  Music style, levels of profundity and a unique orchestral balance/sonority...<br /><br />Nasty comments are comic, like the punch-line of a joke, right? As Cobra says in his interviews: “Any record sound is a sample… If the recording source is real, it becomes a sample, if it is a sampled real source, it remains a sample… Only the experience of a live performance is “real”.<br /><br />Listen by yourself on free streaming as I did and then decide…"
52,5,"Truly  an gospel marvel, to listen to and enjoy!!"
53,5,My favorite Hillsong album without question.
54,5,"Love these songs,  my comfort food of music"
55,5,really good job
56,5,Another example of not knowing this was ever released. Found videos on Youtube whcih led me to this purchase. A must have for Rodgers fans.
57,5,"I have seen these movies dozens of times, they are some of my favorites, but, I never realized there was a soundtrack available....very happy to have stumbled upon it....listen to it in my car, and can't help but love it! Especially the Antonio Banderas/Los Lobos tune.....orale!!"
58,5,enjoying this CD
59,3,"OK, not their best, but I still wanted it just because it's Cameo... A gr8 remake of Slave's &#34;Slide&#34; though.......<br />This one from 1994, but it's predecessor, 1992's &#34;Emotional Violence&#34; is a must-have for any fan of funk music....... Though it has a lot of hip-hop influenced songs and might not be what you're used 2 from Cameo, the funk element is still there, but &#34;Emotional Violence&#34; is not EZ 2 find..........."
60,5,"Oh my gosh.....one of his best.  I've listened to this CD many, many times - I never tire of listening to his masterful voice.<br />leighanne"
61,5,"I have been a fan of Boys Noize for awhile and this is a great album.  My only disappointment is not as many lyrics as I'd prefer, because I really like it when there are vocal samples on Boys Noize tracks.  Nonetheless, it's great from beginning to end and even the Snoop track works.  Somehow!"
62,5,hail to saxon! great cd/dvd combo from one of england's best metal bands! a must have for all metalheads! fast shipping!
63,5,Great composer and great performances!
64,3,"This is the 2nd time I have purchased a NOW CD which does not have the name of the album or song tracks names imbedded in the CD, the other one was the NOW 52 album, previous versions always had it. Tried inserting the CD into multiple players just to make sure it was not my machine.  Has NOW decided to cut corners on its duplication? If it has, this is just plain annoying."
65,2,wish I'd heard it before I purchased
66,4,"The music was fine, however it did not arrive as promised and in fact didn't arrive until after Christmas"
67,4,I've heard better
68,5,Perfect condition and I love it!
69,2,"Did not hit the mark. Daft Punk and Paul Williams are not even in the same music format. The only saving grace for this album is Pharrell's  Get Lucky and Niles Rodger's Give Life back to music. I actually have some of Daft Punks albums, Some of these sounds need to be reworked and more melodious."
70,5,EXCELLENT!
71,5,she delivered.
72,5,i love the cd
73,5,"item better than described, thanks it made my nephew very happy."
74,5,awesome
75,1,bad bad malo
76,5,"The Band Apollo's new EP takes the listener on a journey through nostalgic pop songs like 'Summer Song' and 'Eyes Wide', to hard rock anthems 'Blood Sweat Fame and 'She Knows', delivering an eclectic, catchy, hi-fidelity record. All 6 tracks on this outstanding CD are hit singles...only a matter of time until you hear these guys on radio stations all across the world."
77,5,great..had one before but it got stolen
78,5,In my opinion this album out of all the pit bull albums was the best
79,5,This is a wonderful CD. This group is unbelievable and I can't get enough of their music.
80,5,"Great show!  Saw it in NYC last summer.<br />Great cast recording!<br />Granted it wasn't an &#34;original score,&#34; but who cares.  It didn't get nominated for hardly any Tonys anyway, so time to move on.<br />Anyone who knows Woody knows that this is what he does in his movies anyway.<br />He uses standards to accentuate the time period and the stories involved in his movies.<br />And it worked for this show, making it a thoroughly entertaining evening in the theater.<br />For those who have issues with the music being unoriginal, fuggedaboutit……it didn't get nominated for best musical so move on.  Don't worry about it.<br />Accept it for what it is, a great show with some great music and awesome performances."
81,5,My 5-year-old loves the songs on the second CD at least as well as the songs from the actual movie. We love it!
82,5,awesome
83,3,"I love and know just about every song that Andrae Crouch puts out--but he got me on this one.  There are very few songs that I remember and like on this &#34;best of Andrae&#34; CD.  I was very disappointed, and rarely play it."
84,5,"For one so young, she musically surpasses many<br />of an older generation."
85,5,"These 22 skillfully-programmed tracks flow nicely from song to song and are from the wide musical catalog of the Antilles record label which includes indie rock, pop, jazz, choral, and ethnic folk music in very enjoyable vocal and instrumental arrangements. Beginning on Side 1 with a mesmerizing &#34;Northern Sky&#34; vocal by Nick Drake from the &#34;Bryter, Layter&#34; album, it is followed with &#34;R.F.D.&#34; by Quiet Sun which includes future Roxy Music founder Phil Manzanera. Tim Hardin lights up the vocal &#34;Never Too Far&#34;, featuring Peter Frampton's guitar magic. &#34;Take It While You Can&#34; is by GRIMMS (sic) which is a collage of musicians from Bonzo Dog Band, Monty Pyton, and Scaffold with vocals by Neil Innes and Mike McGear. &#34;The Time is Right&#34; by Gay and Terry Woods, founding members of Steeleye Span, is wonderful folk music. Richard Thompson's &#34;Albion Sunrise&#34; is by the &#34;near legendary&#34; Albion Country Band. &#34;Cajun Theme&#34; is a touching performance by Allen Fonetenot & The Country Cajuns. World champion fiddler Byron Berline's stunning &#34;Roses For a Sunday Morning&#34; is outrageously great. The solemn, lovely &#34;Just As The Tide Was A'flowing&#34; is by Shirley Collins and the Albion Country Band. &#34;Pull Down Lads&#34; is a solemn and lovely piece by June Tabor, a former Top Female Singer of the Year in the folk field.  On Side 2, &#34;I Get A Kick Out of You&#34; is a former number 1 recording in England and Australia by Aussie singer Gary Shearston. Also included is an esoteric number by free jazz pocket trumpeter Don Cherry and his trio playing &#34;Tibet&#34;.&#34;Irin-Ajo&#34; is by Traffic's Steve Winwood with Remi Kabaka and Abdul Lasisi Amao from the album &#34;Aiye-Keta&#34;, and it all ends with a sniper of  the Portsmouth Sinfonia & Choir singing Handel's &#34;Hallelujah&#34;. Also included are Osamu Kitajima, Fripp/Eno, White Noise, Morning Glory jazz collaboration, the venerable John Cage, and &#34;cult favorite&#34; the Tibetan Bells. Very Definitely Recommended at Four and a half UNIQUE Stars for the exceptional sonic explorations contained herein. (The Antilles jazz catalogue, once under Island Records, is now managed by Verve Records.)and &#34;cult favorite&#34; the Tibetan Bells. Very Definitely Recommended at Four and a half UNIQUE Stars for the exceptional sonic explorations contained herein. (The Antilles jazz catalogue, once under Island Records, is now managed by Verve Records.)"
86,5,Heard this many years ago.  Very pleased.  Prompt service
87,5,"If there was one band I could have been in in the Seventies, this is it. Eagles was the best Country Rock Band in the USA. It's hard to believe that they actually were backup singer for Linda Ronstadt. If anyone is thinking about buying the Greatest Hits 2 They need to buy the Eagles, their Greatest Hits Volume 1. This cd was digitally remastered  for better sound quality. It's a 5 star buy."
88,4,Sean did it again...amazing!
89,5,"This artist doesn't just HAVE a fascinating life experience, background and environment to draw from - he actually takes full advantage in subtle and not-so-subtle ways to craft an amazingly dynamic work."
90,4,Zappa- from all i discern about him from all sources exluding his music he was passionatly concerned about many issues but he/that doesnt come across clear or serious or even understandable in his music. It seems like a genius full of contempt for evil & wrong doing but he knew it would be dangerous to be too precise about it on record. Well- they didnt even tolerate his effort in a veiled fashion did they. Hes been long ago taken out of the way.
91,5,Raised on Star Wars :)
92,5,excellent in quality and delivery time
93,5,Traditional and contemporary French music from young talented musicians.
94,5,Great songwriting. I love the words and intricate scores!!!!
95,3,"not what I suspected, but still a good listen."
96,5,aaaaaa
97,5,love merle
98,5,LMAO.<br />I'm a Toastmaster and the GRAMMAR cut is just over the top.  It made it's way to the Official Toastmasters LinkedIn site.
99,5,"She was undoubtedly &#34;The VOICE&#34;. This compilation and DVD proves it. Although she has had better live performances, this portrays popular live shows she has sung over the years. There will never be a singer that sings with so much emotion, emotes complete class, and lives up to her caliber. She is someone who has had a long career, but few recorded songs, albums and performances. You see that every time she performs she gives it her all. There are some performances on this CD/DVD I would have changed because they really don't show the range of how talented she really is. I don't know how the Whitney Houston estate didn't provide better quality video in the DVD and why they didn't have a live version of &#34;I look to you&#34; on as well. Even her performance on Oprah wasn't as good as the AMA performance. Yes this is Whitney Houston Live, but definitely not her greatest performance, but rather her most popular ones.<br /><br />I any case this is an amazing addition to any music condensers collection, and I would recommend it to anyone who appreciates the core of what music can do."
100,5,"Seminal work.  Laid back, mellow.  If you ain't got it, you should get it."
101,2,I don`t like this CD tha choir is great. its the orchestra.choir music should be with pipe organ
102,5,Great! Thank you
103,5,OK if you know the difference between Marshall mother's and slim shady OK in the Marshall mother's lp 2 he saying he don't want just be king he wants more then being king he wants to be rap god he want to be the best then all these rappers and he wants to destroy all these rappers now shady xv is slim shady and shady is back in the shady xv slim shady is almost the something but he still wants to be god and the older he gets the better rapper he becomes and the legend of angry blonde is back and we miss that blonde because slim shady don't want to destroy like Marshall slim shady wants to kill rappers mostly everybody and slim shady got out from the cage from the video monster
104,5,"I recently purchased this CD and it is Awesome, I love it ! I love every song on this CD and that rarely happens for me. I'm glad to see that he's doing pretty good for himself in spite of the fact that he was cheated out of part of his brother's inheritance by someone who's not even blood related. Keep up the good work Leon, I look forward to buying your next album !"
105,3,"Seeing all of the complaints about quality control made me open up all of the singles and albums from the first two batches of releases. Sure enough, out of 12 singles, 11 had multiple dimples and ripples, and two had scratches to boot. Only Purgatory was flawless. The 6 albums are flawless - but there is no way the last two albums are going to fit. I'm in the US but had to order the European version of the box as Amazon US screwed me over. I ordered the day the release was announced and waited patiently and the day of release Amazon suddenly didn't have a release date. So, I panicked and ordered form Amazon UK. I watched DHL's tracking as they tried to deliver my order several times in Germany.. lol. Finally after 21 days it showed up in a completely smashed and destroyed shipping box. I was devastated. But upon opening the box set was amazingly unscathed - even though it only had a measly strip of packing paper thrown in with it. So I load the first six releases up and they barely fit... Now I see the US version will actually house all 8. So, do I send this set back to Amazon UK and take a chance with the US version? Or will Maiden step up and make this right?"
106,5,admire Jimmy's music nice collection
107,5,Great cd.
108,5,I never get tire of classic Ted.
109,5,I have loved hearing Ryan sing and have come to love Neil also.
110,5,great songs
111,5,Wow! Thank You! Awesome! Thank You!
112,5,Genius!  One of my favorite movies of all time~
113,5,ok
114,5,Love his music.
115,5,a true classic from the new kid on the block!
116,5,One of my absolute favorite albums of the year.  Wonderful melodies and harmonies.  Really great and refreshing to hear this in music again.  Can't recommend it enough !!
117,5,I'm waiting for a USB cable to plug unit in service.....
118,5,Very happy with the CD. Love anything Johnny Crawford.
119,4,"This is a great solid album from Ozzy Osbourne, the prince of darkness!!!! Also, is the debut of Zakk Wylde, a great guitar player...."
120,5,good
121,5,great item
122,5,"Energetic, imaginative and melodic. The tuness are captivating"
123,5,"One of her best works , up there with &#34; Dakshina &#34; , &#34; Love is space &#34; , &#34; The Essence &#34; and her other simply wonderful cd's , great seller , fast service ."
124,5,"As a lifelong Weird Al fan, I was disappointed when I recently realized I owned most of his older albums on cassette only. I've recently taken to rectifying this, one CD at a time. &#34;Alapalooza&#34; was just as enjoyable now as it was back in the days of listening to it on my Walkman. &#34;Jurassic Park,&#34; &#34;Traffic Jam,&#34; &#34;Frank's 2000-inch TV,&#34; and of course &#34;Bohemian Polka&#34; are still some of my favorite songs by him. I like that Amazon includes the digital album for free with most of these purchases as well- that's a nice touch.  If you haven't checked out Al's stuff, or if you're only familiar with his newest one, &#34;Mandatory Fun,&#34; do yourself a favor and pick up one of these albums pronto!"
125,5,"Amabis<br />\\""Trabalhos Carnivoros\\""<br />(Mais Um Discos, 2014)<br />. . . . .<br /><br />Subtle, textured, sometimes brooding, downtempo indie-pop from Brazilian rocker Gui Amabis, known to a few non-Brazilians as the brother of [[ASIN:B000QZSYSE Rica Amabis]], who put out an album several years ago that got wide, global distribution.  Like his sister, Gui is a little hard to pinpoint stylistically, though I suppose this album falls roughly in the same intellectual, artsy style as post- lo-fi \\""math rockers\\"" such as Giant Sand, et. al. -- or if we wanted to use a Brazilian frame of reference, there's also similarity to some of Caetano Veloso's more cerebral, poetic work. It's a highly listenable album with several beautiful passages and though it gets kind of dour and downcast towards the end, Amabis never lapses into the showy, theatrical avant posturing of artists such as Arnaldo Antunes or Arto Lindsay -- this is a more earnest, organic album, with a rich palatte both musically and emotionally.  Definitely worth a spin! (DJ Joe Sixpack, Slipcue Guide To Brazilian Music)"
126,5,Not their best but still has some good songs
127,5,A Wonderful gift to myself.  This is not only a CD it is audio DVD.  It plays beautiful Christmas music and displays Thomas Kinkade's wonderful paintings.
128,5,She's great!
129,5,ottimo!
130,5,good
131,3,"This is a continuation of John McEuen's two string wizard albums.  This cd puts the guitar out front more.  John can play just about any string instrument I think.  But he is probably best know as a banjo player,  Or at lest when he plays lead.  All these songs are good.  with my favorites being Gypsy Knights which he opens the cd with then closes it with a reprise of it also.  This cd is pretty good."
132,5,Enjoying the CD
133,3,I got the four songs I wanted.
134,5,"I love this cd, glad I bought it"
135,5,It's KEM People! 'nuff said
136,5,Maravillos viaje al pasado.Varias de esas canciones me obligaron a recordar mis dias en Guatemala. Una joya musical.
137,3,"This is not actually a review of this product, but is a report of incorrect metadata... And there doesn't appear to be anywhere else to report this.<br /><br />This album is mislabeled as &#34;Simple Minds&#34; -- It should be &#34;Mathew Sweet&#34;.<br /><br />Furthermore, it's not &#34;Hypnotised C.D. Box&#34;, it's the &#34;Superdeformed EP of Girlfriend&#34;."
138,5,Great Cd
139,5,It is so great to hear the big band tradition alive and well in America ! Bill Warfield's Big Band is swinging on all cylinders and the great Randy Brecker is sounding better than ever ! If you love Big Band Jazz you will definitely love this one !
140,5,Loved it! favorite Album
141,1,"The theme song is great, but the rest is just ok."
142,5,"SACD layer is outstanding. Great disk, classic sounds."
143,5,JUST WHAT I WANTED<br />THIS CD IS SO SO<br />NICE CAN REALLY<br />CHILL ON THESES GROOVES.
144,5,"Love this show, I think it is David Yasbek's best of his stuff so far. The cast was awesome and I was bummed that more people didn't get a chance to find out how appealing it was. Laura Binanti was AMAZING. I saw it 3 times on Broadway. I wish someone would do it in Los Angeles."
145,3,Fun.
146,4,It arrived very quickly and it was just what I expected.
147,5,Had all these albums years ago and not listened to them as I have not had a turntable for decades!!  For some reason I had a hankering to listen to them and fount this set.  I love it and have been listening to the set non stop. I would recommend this....and a great price too.
148,1,OMG THIS ISNT WHAT I WANTED IT ONLY HAS TO SONGS WHETE CAN I BIY THE RIGHT ONE?????
149,4,This is a very special musician from Poland.<br />I like his romantic ballads from the way back.<br />It is a pretty good music but not for everyone.
150,4,Good songs.
151,5,This is my favorite. Every single song!!
152,5,I personally love this album. Dio shouldve really gotten more credit than he recieved. 'Shivers' is a personal favorite. I really recommend this album!!!!
153,5,"Soothing, comforting, and just plain inspirational!"
154,5,Great CD!
155,4,"They did a good job of selecting the best of, happy I purchased it."
156,5,As described!
157,5,very beautiful CD
158,3,This ex NBA star can really sing.
159,5,Love this group.  We heard them when we were on vacation in Florida several years ago and I list to this CD in my car all the time.
160,5,The Ashford & Simpson collection songs are excellent
161,5,Item was as advertised
162,5,"The album is truly a snapshot of the turbulence of the times, as was the movie."
163,5,"This was a long time coming and it was worth the wait!This album shows the myriad of Dennys'  gifts.From the slow beautifulNorthstar and the Ravens to the mind blowing John the Gun,this is the best stuff Sandy did on her own.(Don't forget Faiport).saltydog."
164,5,my hubby loves miranda
