,star_rating,review_body
62,1,"I have to admit the quality is good, but the first problem is the color is much more orange than gold.  Not as pictured.  The second and biggest problem with these is that they are advertised as adjustable, but they are still not suitable for small hands.  The closest/smallest setting on these is still farther out than my stock clutch lever on my 2014 Honda Grom."
63,5,Fit just perfect.
64,5,great!
65,4,They make it so easy to order.  With the pics of the bulbs and the color of bulb you what your orderin .
66,5,This worked perfectly!  My  truck bumper looks like brand new - was so easy to apply !!!
67,5,"look great, work well, easy to install"
68,3,It's Ok.
69,3,"Wasn't an exact fit, particularly between the seat backs"
70,5,Fit my 2005 WRX perfectly and fixed the P0031 CEL code.
71,5,Very nice product!
72,4,"Really helps take the pressure off my lower back, this has been extremely helpful in reducing pain from sitting at the computer for long periods of time working."
73,5,"Excellent shield, works great and looks even better.  I've had compliments on how &#34;cool&#34; my helmet looks because of it.  It provides decent relief from the bright Colorado sun, and is still ok for night riding.  It's a bit dark, but you can still see at night.  Being the reflective iridium, it can be a little difficult to see the knobs to install on your helmet, but I knew this going in, and it looks great.  The only other complaint is that I swear bugs are attracted to it, never used to have so many splatters on my clear shield!  However, it is still a nice shield, and I like it much better than my clear one."
74,5,worked perfectly and fixed my traction control light that was on
75,4,waiting to use it until I get my car rebuilt.
76,5,They fit great!
77,4,nice light
78,4,Great kit with just about everything you will ever need if stranded for a short period of time.
79,2,"I love, my lexen leds they set of my road king , just the right  amount, of lighting, looks sharp"
80,5,fit my 2004 ford focus perfectly!
81,5,It work awesome! Fit perfect and zipper and straps durable! It poured on way down and nothing was wet! Easy to put on and off and folders compact to store!
82,5,Satisfied...
83,5,works well
84,5,it is what it is.
85,5,Excellent
86,5,Fit perfect and better quality than the one that came with my exhaust.
87,5,"As advertised, nice fabric, looks good and works perfectly"
88,5,It's so cute......loving it '
89,5,"works great, easy install improved ride"
90,5,Easy to install and worked very good
91,4,"Well I'm about 80% happy. They look kick ass on my my truck when it's not raining. I've had these on my truck for a couple weeks and, well there's been moisture in my corners pretty much the whole time. They adjusted easily, they are a little brighter than stock. I will be ordering different corners cause it kills the front end of my truck"
92,5,Perfect fit on the 2012 BMW 528i RWD
93,5,Happy
94,1,JUNK
95,4,Handy to have to hold drinks.
96,5,Very cool product at good price. Thanks. ✫†✫ Visit www.Lord-Jesus-Christ.com ✫†✫
97,5,Always use it.
98,5,Great wide angel mirror
99,5,"Good product , easy install"
100,5,"Great product.  Not like the flimsy ones in auto parts stores.  Well worth the price, looks great on my truck."
101,4,OK
102,5,Looks great and came on time
103,5,Good
104,5,High quality and works great.
105,5,"Great product!!  Use mine on the pillion seat fastened to the sissy bar on my Road King.  The lumbar support was fantastic.  Just took it to Sturgis, SD, and back, riding about 4300 miles with it.  Large roomy, and with my application, easy to use/secure.  I'd definitely recommend to a friend."
106,5,This light came as described and very well packaged with a excellent price .
107,5,Adds a clean look to the interior very happy with my purchase
108,5,"I put these on a 2013 KLR650. Worked great. I'm 6'2&#34; - 190#. The stock bar height was just too low. Very uncomfortable for both highway and off road, especially standing. I had to eliminate a cable tie or two to keep everything moving free. I really didn't think a 1.2&#34; riser would help all that much, but it did. They look good. My bars and top tree are black, so they look almost factory. My only problem was the shipping. They came from Oregon and went to New Mexico. Took almost 2 weeks. There wasn't any other shipping options, just USPS. No next day, no 2nd day, no express, no choices. I like to get what I order ASAP, regardless of cost, just that kinda guy. All that aside, the risers are just what you need if you're a little taller than average. Try these before you go with the 2&#34; pivoting, more expensive ones. I think you'd have cable issues with those anyway."
109,5,"With the fire burn bans this has made camping enjoyable. Absolutely love it.<br /><br />Pros: Nice flame, warm, light, hose lenght, and small,<br /><br />Cons: Loud (breather valve hisses), small"
110,5,I was very satisfied!
111,5,Just perfect for what I needed. I needed a short hose for my water softner install. Arrived quickly.
112,5,"I purchased two of these to dry my dogs after their baths. They are so much easier to use than bath towels. It only takes one to dry each dog instead of two regular size towels. I love the fact that I can squeeze the water out and use it again and again until the dog is dry. I then rinse each one in warm water, ring it out again and store. My husband couldn't believe that something stored damp wouldn't attract mold and mildew, but they don't. I just wish they made them in a larger size."
113,1,"One spark plug done, and the extration tip is so worn it won't grip a second plug. 60 bucks is a little steep for a one and done tool."
114,5,Very Nice
115,3,Not the quality expected for the price. These aren't bad but they are definitely not great. The shades are very thin and doesn't provide enough protection due to the fact that they still let a lot of sin get through.
116,5,works great this gasket.
117,1,These brakes did not fit as specified (2010 VW Jetta TDI).
118,3,It work what suppose to
119,5,"Yes, yes, yes, buy this for your license plate light(s).  As long as trigger-happy cops like to use an tiny insignificant violation like a burned out license plate light to pull you over for no real reason, it pays to virtually eliminate the risk altogether even at $10 a pop.  Sylvania is the real deal.  Don't trust the off-brands if you don't want trouble."
120,5,"Barefoot Graphic did a great job with this design and with customer service response. Had a little hiccup, but they took care of the problem promptly. Now, for my opinion of those who reviewed this product, give it a bad rating, without buying it. They need to mind their own business. Don't write about your political correctness junk on this review section . If you don't like it, don't buy it. I'm sure there is a &#34;BUCK FUSH&#34; sticker somewhere on Amazon."
121,4,It's a chain and it works good. I used it on my go kart and it seems to be working great
122,5,Good durable battery
123,5,"Excellent, just as pictured and just as described, nice and heavy and nice and shiny"
124,5,Great filter good price
125,4,Fits the front window of my car perfectly.  Only wish it were a little more pliable.
126,5,"I honestly had no idea a tool like this exsited until I came across it while browsing Amazon. As soon as I saw it, I had to have it. This is a precautionary tool for me, and thankfully, I haven't had to use it on my own vehicle. Having said that, I wanted to test it out once it arrived, and my father has a few junkers lying around and he allowed me to test it out on the passenger side window. I really expected there to be hesitation and a lot of force needed to break the window, but Tools of Life has made a product that truly works. I hit the window with what I'd call &#34;medium force&#34;, meaning I didn't really exert myself, and to surprise, it shattered that window that a professional baseball player had taken to it. It's my opinion that every family, or anyone, with a car, should HAVE to have one of these. The peace of mind it gives is invaluable. I keep mine in my purse at all times, because my purse is ALWAYS with me. Should there ever be an emergency, I'm covered."
127,2,"It's awesome, but with regular use, the pictures fade after about a year, which is actually pretty disappointing because it's not cheap compared to other more generic versions of steering wheel covers."
128,3,seems to do the job
129,5,"I put these pipes on my 2013 Kawasaki Vulcan VN900 Custom.  They went on easily and sound GREAT!  Strongly recommend getting the Cobra Fi2000 PowrPro Tuner and Cobra PowerFlo Air Intake Kit and putting everything on at the same time.  I got all three installed easily in a couple hours.  They work extremely well together and have given the bike extra, sustained performance.  NO - I do not work for Cobra."
130,4,I purchased 1 and i loved it so much that i purchased 2 more. i gave it 4 stars because it has no grip.
131,5,Perfect.
132,5,"great parts and well designed. Fit perfect. Only issue took no Amazon prime, slow delivery, but price was right!"
133,5,good distribute!
134,5,For the price compared to quantity you can not go wrong here.<br />Relays are great it you want to switch higher voltages on or off using a small voltage.<br />These are rated at up to 240 volts. I have only tested 120 and it worked flawlessly.<br />I can switch them on and off with a 5 volt microcontroller.
135,5,"Best I can say is you get a great price and quick delivery. Marine grease is marine grease, if you get my meaning."
136,5,"It arrived with a defective pump, the contents dribbling out from the pump handle. What I was able to try is a completely inferior product when compared to Zanio's or even Mother's detail spray products.<br />Garbage....one star only because it's the lowest rating allowed<br />Ok, I was a bit upset that the first time I used it the spray trigger exploded in my hand and all over the place, so that first review was a bit of an emotional one. I have used it since and have to admit it is as easy to use with similar results as the Zaino product I have used extensively in the past, good product, sorry for the over reaction..."
137,5,Best price I have found for this item.
138,5,"Everything for install was included. High quality aluminum. My pop up camper will love this, and so will my trans."
139,5,got these for my 2005 Toyota Avalon and love them.  Fits prefect looks awesome.
140,5,This spare tire hoist/holder fit perfectly on my 2003 GMC Envoy.It was just what I needed to get the spare tire out of the back of my suv.I would order again from Dorman.
141,4,"Half the price of Oreilly auto for the same, part.  Ceramic=less brake dust.  Fits the vehicle."
142,5,"I love these lights!  I always get compliments and asked where I got them.  I did have to back down the wattage on the lights.  We started out just a little too bright for my taste.  Once we replaced with 15 watt bulbs, it was perfect.  Great Product!"
143,1,"Based on my experience, this quality of this product is poor.  It flops lops over and does not remain stiff and in windshield.  As a result, I consider the product to be useless and would not buy it again."
144,4,it worked ok
145,5,Perfect fit replacement.<br />I'm surprised that GM hasn't made a detail change to this model van.  Auto designers seem to change things just to be changing them sometimes.<br /><br />Not only was the part exactly the same the color was too!
146,2,"Giving 2 stars as it will not be an issue if hit by foliage when off roading as far as height, and I do get in some stations most of the time, BUT my reception is generally atrocious!  In all fairness, I do live in the pines, so radio signals are not necessarily the strongest, but it's not super snug when screwed in, and even in more areas it doesn't pick up much."
147,5,great quality and price!
148,5,Along with the baron big air kit cleaning up he clutter.  These two side pieces dressed the area up with minimal detraction from the engine. Great!
149,5,"work like a charm, Thanks"
150,2,"These are pretty cool - but they don't always work.  I purchase two sets of these, and I have one stem that works great.  But - they are so cheap - if you really want them, then just purchase multiple packs to get a couple that work."
151,5,"good quality, simple, not overly hot or ackward"
152,5,Perfect fit on my Lexus IS250 and very good material. Good stopping power and they include all the hardware.
153,5,very easy to install
154,3,"Received this product today. Shipping was fast, packaged well, had issues putting it on. The front bucket seats went on perfectly. Looks great, the back seat though was a nightmare. The bottom goes on just fine. The back part of the back seat doesn't work. Nothing lines up like it's supposed to. After about an hour in the heat we made it work. We had to make holes for the headrests to hold the back part that just sagged. We made it work and it looks good. Haven't had anyone back there yet to truely test it out though. The fabric snags/catches some as well. All the head rest covers fit perfectly. I love the colors. And love the feel of the item.  Had a struggle with my Toyota rav4. But it eventually worked."
155,5,"Exactly what I ordered, exactly what I needed. Thanks!"
156,5,"At first I was just as skeptical as another reviewer on here thinking &#34;With all of these good reviews and barely any criticism, this company had to have hired paid reviewers&#34;, but I went out on a limb and tried it anyways. I am glad I did. This thing works wonders. I have had the leather chamois in the past and they seem to dry out and get brittle pretty easily and I have had other synthetic chamois in the past that didn't work worth a darn, but this is like the best of both worlds. It works as well as any high dollar chamois that I have had in the past and if you keep this in its container I don't believe it will dry out any time soon. As an added bonus the company checks with you within days after your order to see if you are satisfied. They actually seem concerned about their customers! I will be purchasing more of these in the future as gifts and to keep around the house."
157,1,Very poorly made
158,3,"The carbon fiber style bar ends for my 2009 Gsxr 600 look great on my bike! I only have one con about them. Instead of having an allen key type of screw in them, they have a phillps head screw so it's a lil hard to screw them in really tight without stripping the screw. Other than that they're a great addition to my bike. I would recommend getting them if you need a pair."
159,4,simple and easy to use. provided the data i needed.
160,5,Great
161,5,"Bought this to use on porch/deck of cabin on a lake.  Looks great, rain goes right through, lays nice and flat, doesn't blow up in the wind.  I think we will be able to use for many years."
162,5,Very good product.
163,5,"Soft, smooth and fit a 2003 Durango pretty well."
164,5,"These are super solid tusks, but the instal isn't very easy. But overall i'm very happy with them."
165,5,Great..thx
166,3,"Great sounding pipes, but get VERY VERY VERY VERY HOT and instantly discolor."
167,5,fit perfectly on frig. draen
168,1,"I was very disappointed with the shipment of Archoil AR6400D professional diesel fuel system cleaner that I received. I ordered at the same time two bottles at $25.49each. These were delivered separately, one day apart.  One bottle was ok, but the other bottle that I received was either old stock or counterfeit. If you look at the attached pictures, you can clearly see the differences between the two bottles:<br /><br />1) Pic 1 (front label): Bottle on the left has a glossy, professionally printed label. The label on the bottle to the right has a dull, worn out label that looks like it was printed on ordinary paper. Note the glossy label has rounded edges while the old/fake(?) label has square edges.<br /><br />2) Pic 2 (back label): Similar comment as in Pic 1. Furthermore, if you look at the middle portion of the bottle on the right, it seems the instruction section was misprinted.<br /><br />3) Pic 3 (overhead, cap off): Bottle on left is sealed. Bottle on right has no seal. this resulted in some spillage inside the package. I do not plan to use the contents of the unsealed bottle as it could be contaminated with substances that could harm the fuel injection system of my vehicle."
169,5,"Looks amazing and all of my Whovian friends love it too. The blue really stands out on your car and its easy to read. My state (the same as the picture) doesn't use any tags so it doesn't block anything for me but I would be careful and check for your own state or country's laws. And don't worry, you wont get into trouble or having the word &#34;police&#34; on your car because you are not trying to impersonate an officer. 10/10 would recommend. I like this one way more than the metal unofficial ones."
170,5,"if you have kids you can appreciate how handy this can be. of course you could use a bag, but this doesn't just fall over, spill, or look as cheap!"
171,5,Parts were on time even early. They work great.
172,3,"these are too big for the toyota corolla, and I even asked.."
173,1,It was the wrong size for my car. I needed one to fit a '98 Honda accord.
174,1,"I installed these on my 2003 Silverado.  In less then a years time they were warped.  The truck is not used for towing, only light hauling occasionally.  After 11,000 miles I am going to have to replace them.  Save your money and buy something of better quality."
175,5,Great item
176,5,good quality
177,5,excelente
178,5,easy to install
179,5,"very happy with it, was a birthday present"
180,5,Prof of all 2 years working
181,5,We have the only Kia with a mat black on the hood. Looks great thanks
182,5,Works well.
183,4,Works well
184,5,Its a belt and it works
185,5,Perfect....
186,1,had to send back did not fit my 2004 sieanna van
187,5,Working perfect
188,5,Great addition to hear the motor open up and improve throttle response.
189,5,Works great on my 2002 Bonneville. A good thing to have in your car just in case.
190,5,very useful
191,5,Good product..
192,2,"UPDATE: The product overheats! I've used it a few times, for which I'm grateful, but last two or three times it doesn't even pump one tire. Just shuts off. The instructions say wait 30 minutes. Bought this one (http://smile.amazon.com/dp/B002ZBWKAU) for my wife, and it's much better. It automatically stops where you tell it to, does not over heat, and it's cheaper! Going over to buy the second one.   I've used this pump twice already, because I always seem to drive over nails and other things that puncture my tires. It works great! It doesn't go up to 35 psi for some reason, but it gets me to 30, which is good enough to get to a gas station. I used this repair kit (http://smile.amazon.com/gp/product/B000AMOEGY) twice with this pump. Works like a charm, my friends were really impressed when we drove over a nail and the tire was fixed within 10 minutes. Highly recommend having this in your trunk."
193,4,What's to review.
194,1,"The shades arrived on time. Perfectly packaged. Unfortunately the passenger side front vent started to develop a small crack in it after a few days of my truck sitting in the heat. The window started to stop whenever I closed it. I verified it was in place and a day later a 2 inch chuck broke off and the shade fell off as I pull out of my parking space at lunch. I'm attempting to contact Amazon for a replacement. Otherwise, they're the best looking vents I've seen and fit perfectly and look fantastic on my truck. I would recommend them in spite of this mishap. I know it sounds like I didn't install it properly, but it was perfect and I followed the instructions and let it sit in the sun all day after installation and didn't roll down the window for 48 hrs. Revised 8/7/15: I had to return them again for a refund. The passenger front fell off while driving and shattered. I realize it's the instructions that are flawed. They tell you to leave the tip (toward the front) outside of the weather strip. One the driver side -no problem. Passenger side apparently the weather strip isn't strong enough to hold the shade without grounding it in the channel. The instructions tell you to leave it outside the channel at the tip. Bad idea. The front shades should have a strip of double sided tape on them as does the rear. Update 8/20/2015 I had to return the vent shades since the one on the passenger side front fell out while I was driving and shattered. I will not recommend this product nor purchase again"
195,5,"With seven people and eight cats, it seems we get an awful lot of dust. Not that I'm surprised, but it does call for needing to dust and needing a good way to do so. I love that these are washable, and easy to use! I was sent these to try and give my honest opinion on. They've done exactly everything I've needed, and capture dust VERY well. My son is thrilled, because he actually wanted something like this because he wanted to dust for me. Don't ask, kids are strange sometimes, but hey more power to him right?!<br /><br />I've had mits before for dusting, but they've actually fallen apart pretty easily. Not this brand, but another brand bought at a nearby store. These ones seem like a much better quality, and I expect that they're going to last me awhile!"
196,3,"Seems to have at least sealed a small chip I've had, but it still looks chipped.  The instructions are pretty intense though, but it beats having to deal with the insurance company."
197,5,great product highly recommended
198,5,Sunforce 82120
199,4,Nice bulbs :)
200,5,Item as expected. Fit our vehicle and easy to install!
201,5,I love it!  It not real leather.  It does look like it.  Very easy to put in the car.  Shipping was quick.  Only problem the shipper did not respond to any of my questions.
202,5,Very detailed graphics. Easy to apply.. Looks great on the back of my motorcycle helmet.
203,5,Very easy to use
204,5,"I think this is actually for Honda's Recreational Vehicles but wanted something nice for our new Honda SUV's tow hitch. This is nice solid rubber type material, fits in firmly but not so much that removal is an issue. Personally I like that it doesn't stand out, the black material without any chrome or paint blends nicely."
205,5,Easy to sync. Just as described. Works perfectly.
206,5,I needed a way to use an electric air pump indoors. This was a very cost-effective alternative to buying an AC-outlet pump; I just use my car's air pump.  This converter doesn't run hot and it does provide a steady current as far as I can tell.
207,3,Takes little modification.. cutting it to fit..
208,3,Not machined very well but it works. It looks like a bent frisbee whereas the stock trigger disk looks perfectly flat. I'm concerned that disk is grinding away at the distributor.
209,4,So far it hasn't shredded or left fuzz all over my clothes.  Otherwise looks well and is soft.  It's not real sheepskin.
210,5,Awesome price... the sensor did fit tight with the harness but it took a little getting into. When I compared it to the factory original the side tabs were a little off. Verified the part numbers on the sensor and factory sensor itself and they were the same so it was a little odd that it was off a bit. Otherwise so far so good.
211,5,"Just got deleivered and looks better than the pictures. Installation was easy except for the chrome screw caps- they fought me and I thiught they didnt fit, but I pushed hard on them and they snaped on just like the instructions said they would. Im quite happy with the quality and shipment speed of this item. Overall the frame was pricy but well worth the extra bucks."
212,5,[[VIDEOID:17f121d161f9aeb559f32d30bc6497ba]]My son installed this to his H3 Hummer and couldn't be happier! It not only lit up the road in front of the truck but more importantly lit up the side of the road and ditch. This is a real safety benefit when it comes to seeing the deer before they pop out of the ditch and onto the road without warning.
213,5,"I have recommended this product to many friends, the first glass cleaner that leaves absolutely no streaks (provided you do not use rags that have fabric softener on them).  I also spray some on a cloth use to clean our glasses and phones.  It does not leave a  &#34;cleaner&#34; smell that you want to get rid of, after smell is simply a clean smell (if there is really much of an odor at all).  I will be repurchasing this product."
214,5,"We love Camco, we have bought many of their products and are always please, the quality and function are great!"
215,1,"The mesh fabric is really scratchy on the back of your legs if you're wearing a skirt or shorts.  That's annoying.  It's also too small.  I'm 5'8&#34;, 135 lbs, so not a person with a big butt, and it's still too small for me.  It digs in to the back of my thighs.  It relieves the pressure points on my tail bone, but creates a new pressure point on my legs, so that's not particularly helpful.  If I scoot it forward to relieve my legs, part of my rear end hangs off the back.  The gel inside itself is nice, but the rest is lousy.  Don't waste your money."
216,5,"Really great!  Best seats covers ever. My husband loves them , they hold up to the toddlers and we get a lot of compliments on how nice they look and feel."
217,5,"Simple and easy to follow instructions. Installed in minutes. Reduced the weight feel of my 2004 Super Duty Ford tailgate by &#34;wow, what a difference&#34;."
218,5,Great product
219,5,Fit great!
220,5,Very pleased with this paint. HOK is some of the best urathaines on the market for airbrushing an custom paint jobs. It does need to be reduced a little (I used shop line which is comparable) but other than that it flowed great through my .5mm iwatas.
221,5,perfectly fits.
222,5,Fit my cigarette lighter port perfectly.
223,5,Fit my 1999 Buick Regal and arrived faster than expected.
224,5,Perfect.  Now I know where the registration and insurance card is!!!  Sometimes old is better.
225,1,This item was ordered after using one on loan that worked very well. After receiving the order I tested the device and all seemed well. The document that came suggested the battery charge should be topped off about every two months. Today was my first top off charge and it was down just a bit. Two hours later I checked and discovered that the battery had bulged and the case was pushed out considerable. This was the first top-up charge attempt. I am an electronic technician and know how to manage battery powered devices. After owning the Brights Compact Mini Portable charger for only 10 weeks I discover that it is not eligible for return even though the document accompanying it states it is warrantied for 12 months from date of purchase. If I could assign zero stars I would.
226,5,Loved these in my bmw e46- no break dust
227,5,"Very good fit, seems to be high quality"
228,5,"We have three GM vehicles (Monte Carlo, Impala, GMC Sierra) that these 22&#34; Beam blades fit. I have installed them on all three- very good wiping action and sticks to the glass at speed. I hope they are long lasting as well; for that we will see. But very happy with the blades. Installation of all of these is a little tricky; just take your time and be very observant of the way the old ones are mounted. Then,  carefully see the instructions in the package of the new blade. You will usually need a small screwdriver to pop open the latch."
229,4,"These look nice but one fell off after a month.  It may have been user error in application, I'm not sure.  We will try to reattach it at some point."
230,4,excellent price. very fast shipping high quality product. very happy with my purchase
231,5,"big, comfortable, well made, nice vibration options, nice heat, great price  my guy really likes it for back troubles."
232,4,lights are not quite as bright as Iexpected. I am happy with the product.
233,5,"Great quality - just what I expected.  Using this to fuse 12V lateral circuits on my landscape lighting.  I haven't finished the project yet, but this fuse block using small amp fuses will be perfect."
234,4,"For my hardtop on my '84 CJ-7, as described, as I hoped. Handy design."
235,2,"I first bought one of these rugs in 2011. It lasted 3.5 years on our deck, in sun, rain and snow. I wanted a different color so I bought the (beautiful shade of) blue one this spring. It arrived March 28. I put it on the deck, same spot as the last one. On Saturday, July 4, I noticed it was worn way down in one spot. On Sunday, July 5, I tried to lift it up to clean the parts that had worn away and the entire thing disintegrated. The rug shredded. Not only was it destroyed, but it made an enormous mess on our deck that took a full hour to clean up. This rug lasted 3.5 MONTHS and then disintegrated."
236,5,fit perfectly. works well.
237,5,It fie and works great
238,2,"This cover installed easily and we were happy with it for almost a year. As stated in other reviews, it did have a bumpy look, but it wasn't too bad. Then yesterday, driving on the interstate we heard a loud whoosh and it was gone off into the air and way off into a farmers field. We first thought that we had installed it wrong, but the plastic clips had detached from the cover. Scary experience and we will not be buying something with plastic clips again."
239,5,"Great, worked for what I needed it for."
240,4,"I take care of two granddaughters daily, and when I received a coupon for this item at a reduced price for an honest review, I was excited. It seems that the crayons, paper, toys, etc., have taken over my car, and any chance to keep everything organized was welcome. This organizer has a combination of mesh and fabric pockets which are good sizes for storing things. The fabric is sturdy and the construction is good. There were no loose threads or seams anywhere. The side mesh pockets are especially nice since they can be cinched closed. My older granddaughter's pads of paper fit well in the larger pockets, and as installed, she can easily access her things from her booster seat. The only reason this did not receive five stars is that when installed as directed, there is an elastic strap around the front middle of the passenger seat which means this seat cannot be used with out removing the organizer. It isn't a huge problem on a daily basis as it is almost always the two girls and me, but when I do have a passenger, I have to take it off. It would be a really good addition for someone who travels for work and uses a vehicle as an office and wants to keep business things organized in the passenger seat."
241,1,This heater would not heat a small garden tractor engine to 5 deg. F. above ambient temp. and rusted immediately putting rust particles into the engine cooling system.
242,5,"I got this for my boyfriend cause his old lanyard was getting dirty looking. He loves cars and his favorite is Toyota. We both own them. When I bought this I had no idea his Toyota would be dead by the time the lanyard got here. His car was pretty old with almost 300thou miles on it. it was expected. So it was kind of a sad gift to give to him. He still really enjoyed it and he still replaced his old lanyard with it. The material is very soft and bumpy. Feels like it was made well. It looks fresh and clean, lettering is so bright white! (just like picture) I just hope he doesnt get this one all scuffed up! I need a lanyard I hope I can get one with this material."
243,5,works well
244,5,Nice valves and good price.
245,5,"Excellent transaction, Quick delivery, Product as stated. Highly recommended!"
246,5,"Bought this more or less to compare to the RoadPro. Will probably last forever as a result of the micarda construction. Could stand a bit more weight, but good product otherwise."
247,5,great product
248,5,Perfect fit and very durable.  Easy to install. Less expensive than the competition.
249,3,Fits but not much support.
250,5,"Very good quality, good installation instructions; simply follow the instructions."
251,1,I don't like it
252,5,got roller with dyno mat ordered works well need for project.
253,5,Nice
254,5,Same as original. Everything lined up. Works well so far.
255,5,It was great
256,5,Worked perfectly
257,5,Exactly what I was looking for!
258,5,This is the best thing we got for our motorcycles
