,star_rating,review_body
60,5,"I was more than happy with these headphones.  I've owned good quality headphones that were too heavy and cheap ones that had no lastabilty at all.  The sound, ease and comfort of these is wonderful.  Buy them!"
61,5,Delivered quickly as discribed
62,1,the product simply did not work!
63,4,"This is a very attractive battery powered speaker and it works quite well.  The speaker is not capable of producing low bass notes to any degree of significance and has the typical mid-range sound you would expect for its size. The Bluetooth connection was very straightforward. It paired automatically and I didn't even have to go through the procedure outlined in the instructions. When a phone call came in, it became a speakerphone in the same manner a Bluetooth earpiece operates.  And when the call ended, it resumed playing music from the cell phone.  Everything has operated perfectly so far.<br /><br />There are a couple of things that I think should have been built differently. On the bottom is a routine mini charger port like the one on your late model cell phone and a mini-plug for audio input along with a reset button requiring a pin to activate it. To charge the battery, you must turn the speaker on its side during charging.  And to play music directly from a MP3 player, you have to do the same thing.  I think they should not have put the receptacles on the bottom.  Side location toward the bottom would have provided so much better access.  While playing directly from a MP3 player, it would be nice to stand the speaker up, but you can't do that because of the audio connection location.  And same thing for charging. It would be nice to be able to listen to music or a phone call with the speaker standing up as it is intended. It should not cost any extra to relocate these two connectors. The cosmetic appearance would still be good since the connectors are so small.<br /><br />I charged this speaker overnight about a week ago. The battery is still charged. I haven't tried to test how long it will keep a charge, but it's plenty good from my limited experience.  It's really nice to have a wireless speakerphone without needing a power cord.  For sure, the sound is much better than what I get from the speakerphone on my cell phone.  You need to keep a little distance between the microphone on your cell phone and this rechargeable speaker during a phone call or you may get some self sustaining squealing microphonic feedback similar to a stage microphone and speaker system. Usually even a short distance is sufficient.<br /><br />Overall, this is a very nice battery powered wireless speaker and is quite attractive.  It has a very well built appearance and with reasonable care, it should last a very long time.  The battery life will vary greatly depending upon the volume and type of music that is being played. Heavy metal has a broad sound spectrum compared to an easy listening Mozart piano concerto. So set your expectations accordingly. Distortion at loud volume was quite apparent, but when backed off to a pleasant level, I didn't notice any distortion.<br /><br />The price is reasonable considering the rechargeable battery and wireless Bluetooth capability.  If you are in the market for something like this, I think this should be seriously considered. The reason I took off a star was because I don't like the location of the charger port and audio input connector.e between the microphone on your cell phone and this rechargeable speaker during a phone call or you may get some self sustaining squealing microphonic feedback similar to a stage microphone and speaker system. Usually even a short distance is sufficient.<br /><br />Overall, this is a very nice battery powered wireless speaker and is quite attractive.  It has a very well built appearance and with reasonable care, it should last a very long time.  The battery life will vary greatly depending upon the volume and type of music that is being played. Heavy metal has a broad sound spectrum compared to an easy listening Mozart piano concerto. So set your expectations accordingly. Distortion at loud volume was quite apparent, but when backed off to a pleasant level, I didn't notice any distortion.<br /><br />The price is reasonable considering the rechargeable battery and wireless Bluetooth capability.  If you are in the market for something like this, I think this should be seriously considered. The reason I took off a star was because I don't like the location of the charger port and audio input connector."
64,5,Thanks for the inventor. Good stuff!
65,5,very nice mount
66,5,Works great fast spipping
67,4,"Does what it's supposed to do, but not quite as loud as running music straight from the Blu-ray player."
68,4,These are very comfortable...so long as you never lose the rubber nubs. without that little rubber piece you're in for some painful listening.
69,5,Love the sound and comfort of these earbuds.
70,4,OK
71,5,Excelente
72,5,Product as described. Thank you.
73,5,"For the price, this cannot be beaten, I ended up buying two and find them to be working much better than anything else I have tried in the past."
74,5,Good product.  Good price.
75,5,"Works as expected, saves on cable."
76,5,nice product.  priced fairly.  arrived within the expected timeframe.  will do business with them again
77,5,This little MP3 player works great..! The battery lasts almost my whole eight hour shift of working in the noisy garage at work.  I love it.
78,5,"Solid, sturdy case, although a bit clunky. Fits my Sennheiser HD 598 perfectly with ample room left over for accessories."
79,5,This wireless set is not tied to any particular brand of home theater receivers unlike many other systems. It does what it is supposed to: deliver clean sound to my rear speakers. I have had this for over a week and love it.
80,5,Easy to install and works well.
81,2,"The primary function of headphones is good sound quality, right? Well with these, the price leads you to believe it'll be phenomenal, but it isn't, it's mediocre at best. The volume as well was good.. but everything lacked that.. oomf you get with ear buds, you know?"
82,4,Works just as described. Use it with a GPS unit and my phone charger and both charge as expected...
83,5,Pretty cool
84,5,"I have been using my earbuds for about two weeks now, and very happy with them.<br /> Connecting them to my S4 was quick and easy, and the sound quality is great!<br /> They fit snugly in your ear, I've use them will running on a treadmill and I had no issues with them staying in.<br /> I highly recommend them, great product at an excellent price!!"
85,5,Works better than expected
86,1,Not sure if it was the Sennheiser or  my TV. Either way I couldn't get it to work ! I'll be returning them  my next opertunity
87,5,Item is as listed.  good price. Quickly shipped.
88,5,"Update - *This survived a 6ft fall onto concrete*  It landed on the corner.  The plastic is not even that messed up.  Great build quality.  Everything still feels just as solid as before the fall. I think this is going to last the test of time.  The sound quality on  this is excellent.  I'm usually quite a bit picky with sound, but for its size this speakers has impressed me.  I have to say I was very surprised that this speaker sounds better outdoors than in a small room.  The rubber feet on this are very grippy.  It gets plenty loud. The sound is a bit directional.  But I feel like that is a plus so you can listen a louder while being less likely to annoy people around you. The speaker feels very solid.  It does not feel cheap. As long as you aren't throwing it around I think it will last a long time.  I have not used it long enough to say much on the battery life, but one of the main reasons I purchased this is when the time comes and the battery does wear out as any rechargeable will.  It can be removed and replaced with a higher capacity one to boot.  There are many how to's videos if you are curious how its done. Being that replacing battery's is much cheaper than replacing the speaker this should be a good long term speaker."
89,1,Sound is terrible.
90,3,lamp was okay but housing was wrong - had to take it out and put lamp in old housing
91,5,Great headset best I have had.  The service was great as I am a Prime member have been for many years.
92,5,I like the product
93,1,Wasn't what I needed
94,1,"Shortly after buying one side of earbud wouldn't play music, as well as playing through speakers when plugged in. Very bad do not buy. My 1$ earphones work better"
95,5,"Amazing headphones, especially given the portability and price. Sound is similar to Senn 558, and not very far off from from other fancy and more expensive headphones headphones - judging with my unqualified ears, while listening to CD rips/ALAC from FiiOx1. I don't get the feeling I am loosing a whole lot on sound quality when I am on the go.<br /><br />Very sturdy and clever folding mechanism. While these headphones are open, I used them in the library at low to moderate volume without complaints and criminal looks- when I put them down with the music still running, I had a hard time picking up any noise."
96,4,"This amp will be delivered to me tomorrow.  I plan to use it as an power amp only, paired to my Parasound pre amp.  Based on my seating position while  listening, I need the &#34;balance&#34; control  feature found on my pre amp, which none of the integrated amps offer.  For some reason, my classical radio station seem to have more energy directed to the left side as far as stereo is concerned (just hear the left speaker so as to sound like a mono recording) so I need to be able to make the right speaker louder to compensate for this effect.  I do have a solid state power amp which allows me to do this but I prefer the sound of tubes. I had to give it a star rating before I was able to post so I'm giving it a 4 star rating"
97,1,"It came before the day it suppose to, but it is really bad.... bought it for my hubby and to find out , one side works and one side don't. It is sadly really bad. Beware before buying."
98,5,"Best batteries i ever use,If loooking for the best,here they are"
99,1,The cushion on the headphones came right off the day we got it and there is no way we can get them back on.
100,5,Love it.  It is very fast to connect and gives me everything I needed.
101,1,Junk! Do not buy this crap - just send me your money if you are going to waste it! LOL CD player died in the first day.
102,5,"5 years ago I kicked cable TV out of my life and have not looked back, with all the great streaming programs I had a great need for hdmi cables. Throughout the years I had my share of cheap cords that came broken, broke within the month or were comically short. Always having to awkwardly place my computer next to the tv crossing my fingers that it will not fall from the corner of a table or the small space next to the tv. The answer to my problems was this heavy duty HDMI cable great picture, I love the length and the cloth cable in my opinion keeps the cable from fraying easily.<br /><br />I received this product at a discount in exchange for my unbiased review."
103,2,only received three channels. not worth the money.
104,5,Needed a flat head cable extension for a lamp and this works just fine for that purpose.
105,5,"As advertised, KOSS brand is a trusted brand. I really enjoy their headphones."
106,2,The moment I put these on my BlueBud X headphones and into my ear - the sound and fit seemed very good but they tore upon my taking them out. Hadn't had them more than a day or two when it happened.
107,5,Arrived on time and is just as described.  Much handier than carrying another cord.
108,4,"3 senns later and I have to say these disappointeds me. I'm a big sennheiser fan and swear by them to all my friends but these just not as good as my other two pairs. Which other two? Hd280 pros, and recently the momentums. If you find my reviews on both you'll get better light but to be short hd280s had best overall sound, momentums best all around if you sacrifice little bit of sound to the 280s, these 598 would fall in the middle since I like the way they look and feel on your head but I was disappointed with the sound, especially how they leak so Much probably not a good flying headphones plus they cost the most when I got them the momentum were on sale for 10$ Less and just edge these out quite easily. 4 Stars for being a senn fan and they're cool classy looking."
109,5,The speaker works great and has great sound. The Bluetooth connection is very easy.  The speaker also has a great battery life.  While camping we had the speaker on continuously for over 8 hour and intermittent rain was never a problem.
110,1,"Whoever is thinking of buying this, drop the idea right at this moment! Bloody skullcandies sound better than these! Bass is nearly non-existant! Samsung default headphones sound better than this! I guess the sound quality equals that of those hanging in CVS or any convenience store cheap headphones. The ear loop stands way above your ears if you have smaller ears. Wires don't feel sturdier enough. This product is a total scrap."
111,5,"Read too many negative reviews after my wife told me she ordered these earbuds for me for Fathers Day - I am sorry to hear some people had less than stellar experiences with these, but they are terrific!  Fit ear perfectly (the larger buds) and, based in experience with the corded versions of Yurbuds, the company will custom mold of neither of the sizes included fit your ear.  They stay put during exercise (running, lifting, biking) and Bluetooth range is greater than 6ft - I typically keep my phone in my pocket."
112,5,I really like the quality of this cable.  It has a nice thickness and maintains great signal quality.
113,2,I use these in my Logitech Performance MX mouse.  They don't hold a charge for more than 4 days.
114,5,Fast ship will buy again
115,5,Bargain! High quality for a very reasonable price. Highly recommend. Very fast delivery as well
116,5,"It really like the sound from this. I got and it was little bigger than I thought, but the set up was easy and the sound is great"
117,4,"Great product. However, It'd have been 5 stars if the remoulding would have been easier, as when you re-heat it, it sticks to the vessel you use for heating leaving smudges.  I'd recommend it."
118,1,JUNK!  Only uploaded a couple of songs and didn't play them all the way through.  I had a very disappointed little boy.
119,5,a must buy.
120,5,Great!  Had them for about 3 months.  Good sound.  Easy to pair.  Ultra comfortable.  Affordable.  Great purchase!
121,5,Great i love it
122,1,"Cable to gresse, get dirty , no good for sharp turns.<br />Tx any way."
123,4,"Also warn to stay away. Within a year this will be my second wire replacement and the microphone just went out. So much for German quality. My crappy Siberia V2s are still working 3yrs later, but these can't last one. You lost a customer Beyerdynamic.<br /><br />UPDATE: I was livid with the problems I had during the first year, but it has been running with no problems as of late. Still, for the price spend the money on  a pair of headphones with the remainder going to a modmic. They will sound slightly better, and if the microphone ever goes out, it won't require a warranty fix."
124,5,Works great.  Mine is mounted under my gaming desk to hold my headphones.  No problems.
125,5,works perfectly and has been for over a year
126,5,"Great speakers for the price.  4 of them arranged over the pool from the edge of the patio roof, sound great.  No need to blow big bucks on outdoor speakers, In my Opinion anyway."
127,4,"no issues, worked fine"
128,5,Got 1.  Has worked great for over 6 years.  Use it maybe once a month.  Purchased a 2nd one recently.  Now I have a spare base.  They both look and sound great!
129,5,Its good as i expect
130,1,This is machined improperly. I had to add an eight inch rubber washer to get it to lock in place and even with that it comes loose
131,2,Not a good fit and sound is average.
132,3,"It is what it is,  it works"
133,5,"Bought these as a gift for daughter in college. Loves them, just wishes they would play a little louder, not enough volume for her. I guess that is a youth thing, music was never loud enough when i was that age either."
134,4,I recently had an installation at a client's side which would not allow running speaker wires. I got this wireless kit and it was easy to install and my customer is satisfied.
135,2,"Does not fit phones larger than 5&#34;, and even 5&#34; screened phones are quite snug (gs4) and will often hit the volume/power buttons along the edge. Returning."
136,5,"These are great speakers, small with a good sound."
137,5,Great sound great bass
138,5,"I was able to get all 4 cords, they are worth the money but keep in mind you get what you pay for. They are cheap cords that work well. I would recommend this to someone who just what's a replacement but dose not care too much for quality."
139,5,Everything went well
140,1,"I ordered the 5.5mm cable twice and both times I received the incorrect one.  I will try one more time, If I am not satisfied I will not order from Sentey again."
141,5,"As I posted on the response for the individual cables, these are great cables at a great price. Don't be afraid to use them. They are a great product!"
142,5,"Perfect, just what I needed to mount my sound bar. I would definitely buy this again."
143,5,"Battery backup. 8 outlets. Does what it says on the tin. I haven't installed the software that comes with these in 10 years, so have no idea how that works. I use it mainly to keep my iMac, NAS and Airport Extreme from powering off and on during brief intermittent power outages, and this works nicely. I had an older APC that lasted 7 years and replaced it with this one. The day after I swapped this one in, the power in my place went off for about 20-25 minutes while I was at work, and this was able to keep the gear I mentioned above powered on for that duration."
144,5,love this product very clear  sound and who every you are talking to can understand and hear you clearly with out yelling have bought 3 of these for my family they love them to
145,2,Doesn't work in my area. Seems well built but just not what I needed in my area I guess.
146,5,"It looks extremely stylish, it is portable.It is very easy to use,connecting to devices quickly and the quality of sound is brilliant."
147,5,"Great antenna.  Set it up in 2 minutes, scanned for channels, all worked like a charm."
148,4,"I got these for my wife. She's not picky, and she likes them just fine."
149,5,I researched extensively and read reviews for many wall mounts. This one lives up to its stellar reviews. The price is g-r-e-a-t and it is easy and quick to mount. Adjust easily to fit tv. This is the second one that I have purchased since we were so pleased with our first one. Highly recommend.
150,5,great product for the price
151,1,"The cd player doesn't work, the measurements for the screws are off and doesn't allow for a tight screw. I actually had to use a different screw for the horn. I haven't tried everything yet but I noticed those right off the bat."
152,4,"It works perfectly fine. I use it with DashCommand on a my iPad for a 2014 Mustang GT. It is very accurate. The only reason I gave it 4 stars is because the device its a little big and you risks to hit it with your left knew when you move out/in of the car. It also blinks all the time, and all lights blink at the same time."
153,5,works great for tv and cable box.
154,5,"Great product, do the job im happy.."
155,4,Sturdy and works good with room for a label.
156,4,"If you have an Android device use “USB OTG Checker” in the Google play store to see if your Android will read a USB jump drive (thumb drive) before purchase.<br /><br />This does not work on my new Android Galaxy Tab 4 (7 inch) but still gave this product four stars because it's not their fault and they are nicely made. This is my second purchase of a cables to read 2.0 USB drives from two different manufacturers. I will not return these, I just put them in the box of lessons for later use.<br /><br />Check your device before purchase. The app is free and requires no spacial permissions from your device. You can remove the app after the check."
157,5,I like how conveniently short this AUX is so it isn't cumbersome and it is equally convenient that can be expanded for users in the passenger or back seats.
158,4,An excellent unit with durability and highest quality.
159,3,Looks like they will work fine but one of the 4 batteries refuses to charge. My charger keeps saying it's defective. I've moved the battery around in different slots on the charger with the same result. The other batteries charged fine so I know it's not the charger. Hit or miss with these.
160,5,"The perfect gift and the battery lasts longer depending on how loudly you listen to your speaker as well!  I had no idea you could extend the life. The setup was a snap, the quality put a challenge against other BT speakers and the depth sounded great and being bluetooth, portable and having a plug for non BT devices makes this a great value.  BEING ON SALE did not determine this purchase, but I feel much better knowing I saved money too"
161,2,Not the quality I was expecting
162,1,Received charger with the wires cut. Completely useless
163,5,Awesome speaker!!!
164,5,I got this for my weather radio as we live in a somewhat severe weather prone area. It shipped packed well & accurately according to the time estimate & works fine :)
165,1,"Never worked. Was not able to even open until after having over 30 days as TV mounted in wall. When finally hooked up, wouldn't work. Called J-Tech without success"
166,4,"Worked exactly as advertised.  The receiver is small, and if I could change anything, it would be to have the receiver with no LED, but I guess it tells you it's working, so that's good."
167,5,This was some of the best money I've spent. It charges fast without a fuss and does not take up a lot of space. I have not tried the 9 volt portion since I don't use that type of battery. Very happy with it so far.<br />I would like to see a 12 volt DC version of this charger that works as well as this one.
168,5,"Good price, good delivery, good quality"
169,5,"Packaged nicely, works perfectly, and drives like a Cadillac!"
170,2,"This is an item I WANT to like, but after 2 nights of use I find myself shopping for a replacement.  The GOOD:  Sound quality &#34;OK&#34; for a clock radio, it has a relatively small &#34;footprint&#34; and with a couple of readings of the simple instructions one can figure out how to the  features.  And, I do like the &#34;Sync&#34; feature between the clock and iphone clocks.    However the BAD:  The clock is so ridiculously bright it can/will keep you awake if you prefer a dark bedroom for sleeping.  The clock is dimmable, but once dimmed even &#34;one notch&#34; the time then becomes unreadable.  The issue is the blueish white face being the black font.  Attractive in the product picture, but in use it becomes annoying to the point I cannot ignore it any longer.     As much as I like the concept and features of this iHome charger clock radio,  I'm sending this thing back and will take my lumps on the  shipping.  The brightness of the clock is poorly thought out."
171,4,Works as advertised.
172,5,The camera was nice but  too big for my Audi Q5 everybody would see it.
173,5,Great price did not have to wait long working great
174,5,Great for listening to music while swimming laps!
175,4,great
176,5,very sturdy with easy directions for installation
177,1,"This cable gave me a great first impression with the cloth wrapped cord and overall feel of superior quality.  My satisfaction for this purchase quickly faded once I tried to push them into the ports on the back of the TV and receiver.  The black tips, which is supposed to hold them in place, are slightly too large and the material does not flex to allow placement.  After just a few months, the cable has fallen out multiple times on both sides leading to damage to the tip.    Today the cable stopped working.  I would avoid this product and look elsewhere.  I just threw mine in the garbage where it belongs."
178,4,"Does a great job, but make sure you have a set of wrenches. This made-in-China product won't let you use a socket set to screw it in the wall, due to a design oversight. Regardless, it looks and works great!"
179,3,sound is great.  Odd charger
180,5,Perfecto
181,3,"These work fine, but I still prefer my Eneloops, which seem to last longer in my Xbox 360 controller."
182,5,"To anyone working in the food service industry; this speaker is the best for cooks.  Loud,sturdy, pairs instantly everytime ya turn it on.  range depends on walls but about 20 feet.  buy it unless ya just wanna listen to the hood."
183,5,Easy to replace the old ones. Perfect fit! Thanks
184,5,"This speaker is great. For its size it is loud, crisp sound. A great product for the price."
185,2,"so i bought this because it it the first google result when I type in (surge protector with ethernet splitter).  This does NOT have an ethernet splitter. No clue why it is the first search result.  I am writing this as a warning.  I am sure it says this under some information that I could have read before the purchase, but seeing that I googled ETHERNET splitter, it must of somehow passed me.  The splitter is for a phone line.  Why this is needed or even manufactured in 2015 is absolutely beyond me.  But here is my warning to someone looking for an ethernet splitter, this in NOT it"
186,5,"This is my fourth set of these headphones.  Not because they fail, but because they are a good buy!  Ive given a pair to my daughter (10), My grandson (14) and there are two lying around for others to use (including a 4-yr old).  They have all received heavy use and just keep working!  No cable failures, no cans coming off the headband.  Just solid sound whether from their smartphone or one of the various computers they use.  I noticed that the SONY name has worn off one of the blue ones, from constant use, but that is it!  Buy some before they raise the price."
187,5,"Works great, over priced as all get out.  Found a $5 one at Wal-mart that works just as good."
188,3,not impressed with set up
189,5,Helps to keep earbud wires from pulling when turning your head.
190,1,Got in the mail and wouldn't  charge or turn on. Sent them back got and went with a different wireless headset.
