,star_rating,review_body
64,5,"there are still a few i need, but i am almost there. i have seen every show more thean once. i am a hardcore fan, lol. of hers and the show!<br /><br />doc and sheriff. more of amis than tupper."
65,5,"so much information, easy to follow"
66,2,Come on-who wants a story where everything and everybody is perfect. Stale characters and predictable outcome. This was the first book by Rosenfelt that I read and I'm not that impressed. Too much telling and not enough showing-this is taught in writing 101. Who cares that Andy watches football all day-does he ignore his dog while he sits on a couch. I will go back and read his first book. BUT-when you scream at a book as you are reading about how lame the prose is-that's not a good sign.
67,4,"for older version, good reference manual with screen captures."
68,5,"The Lord's Mercy is real, and this book is an incredible documentation of that. It spoke to me at several cross-roads in my life and has always reminded me of God's immense love for us. Deep and true, this book is for everyone!"
69,1,"The characters were flat and uninteresting even though Flanagan writes about the horrors of war, particular the brutality of the Japanese during the building of the Thai-Burma railroad. Perhaps it is the author's bleak outlook on life, or that the story is told primarily through the eyes of the shallow Dr. Dorrigo Evans who seems to sleepwalk through life without feelings for anyone, even his beloved Amy, but I never related to this book on an emotional level. If you want to read about the cruelty of war and the triumph of the human spirit, read Lauren Hillenbrand's &#34;Unbroken&#34; instead."
70,5,The best book I have ever read...
71,1,"It was okay.  It was more about her and Joe Espisito's relationship.  I did not care about her relationship, I wanted to read more about Elvis, but it wasn't about that.  I would not purchase it."
72,5,"By Lashawn Koko<br />Dont take my advice, read it for yourself. This book is awesome on so many levels. Its inspiring, entertaining, intriguing and most of all interesting. It'll surely have you eager to get to the next chapter...<br /><br />Excellent job Mr. Richardson"
73,1,"A real disappointment.  Having been a big fan of Tom Clancy since the beginning, I should have reminded myself that this is really a book by someone else (Grant Blackwood), so it wasn't going to be Tom Clancy.  It is an ok book and if published directly by Blackwood with different characters, may have passed as a book.  Nonetheless, the hallmark of Clancy's books were the host of characters that Tom went out of the way to make them three dimensional, and wanting for more as the novels came down the road.  I don't think I have ever read a more one dimensional book as &#34;Under Fire&#34;.  One main character (Jack Ryan Jr), and a few forgettable, misc, characters.  It seemed like one long chapter rather than an engaging novel.  Jack seeming to orchestrate an entire coop in Dagestan, mostly by himself, with little support until near the end seemed rather implausible.  In summary, other than Jack Ryan Jr's character, there was little about the book that would make you think it had anything to do with Tom Clancy's previous books.  Second to that is the almost nonexistent fleshing out of the characters.  Just my two cents, I'm sure everyone will see it shaded by their own experience.  I just couldn't recommend this book to anyone."
74,5,I buy it again surely
75,5,"Cute little book, bought this for my son for Valentine's Day"
76,5,My 6yo loved it!! Read the entire book in one day and restarted from beginning the next day!!
77,5,"excellent, thank you."
78,3,I like the first book of the series.  The second is not that much of a mystery as it is a set up for future books.  Both Ryder and his dogs are back along with Maggie O'Dell.  They are sent to a mudslide that hides many many secrets.  The set up is good but at the end we are left hanging.  There is a lot of back and forth in the book as scenes switch from one character and one location to another.  That allowed the author a lot of hooks for the future books in the series.  If you liked Breaking Creed then you need to continue the series with Silent Creed.  Just don't expect that much from the story line.
79,4,Libro muy divertido y entrenido para niños chicos.
80,5,good instructions and they taste wonderful
81,5,Be sure to read all 3 books
82,5,5 Stars....do I need to say anything else??
83,5,Very quick delivery. Love the book!
84,5,One of the best &#34;children's&#34; stories of all time.  A classic for all ages.
85,1,"I bought this book after reading the back, and without looking for any reviews about it.  Bad choice.  First of all, this author has no command of grammar or punctuation.  I've read third-graders' papers that were better than this, and I'm not exaggerating.  From there it's all downhill.  She uses up quite a lot  of the book tooting her own horn about her abilities, and in fact most of one chapter, which she said contained only client's accounts of angel visitations, has I think 2 angel stories that I think she made up because they are in Her writing style, and the rest of the letters - and there are many- are (supposedly) clients' glowing praise of Ms. Kennerley.  (Again, they sound suspiciously like her own voice).  Her information is contradictory.  For  instance, on one page she says that our spirit guides can be deceased loved ones. Just a few pages later she states that deceased loved ones are Never our spirit guides.  She's got facts about  the hierarchy of angels turned around in a few places, or just plain incorrect.  This book often wanders off the subject of angels, to first rays, crystal skulls and some weird jargon I have never heard of. Shall I go on?  I think you have the idea.  It's like she scratched out a very rough draft and decided that was good enough to publish. If you are interested in reading this book, for heaven's sake (pun intended) buy it used like I did, or just save your money.  I don't know anything about this lady, but if her readings are as scattered, egocentric  and contradictory as this book, I won't be booking an appointment anytime soon."
86,5,GREAT INFOMATION
87,5,"Very Cute Easter Book, Nice and small for Easter basket too."
88,5,"Thank you so much for these great &#34;kid friendly&#34; healthy recipes!  Easy to make and good to eat!  My youngest son loves to help me in the kitchen and he has picked out a few of the recipes to help me prepare!  It is nice for something different...that is easy to make!  We can only eat spinach, kale & fruit smoothies so many days in a row!  Brilliant!!"
89,5,Useful resource. Great service
90,4,excellent projects
91,5,I read the whole thing in one evening and cried at the end. What a lovely story.
92,5,The Secret Six always end up working for most despicable villians and I wouldn't have it any other way.
93,5,"Introducing children to words and engaging them at a very young age creates a solid foundation for reading, writing, and the appreciation to become lifelong learners. Children’s book author, John Priest, has shaped another fabulous reading tool for youngsters.<br /><br />Animal Alphabet Search is a fun, entertaining, and unique piece of literature that allows children the opportunity to associate all the letters of the alphabet with their favourite animals. It is very simple to follow while engaging the visionary sense with exceptional pictures. Readers are also given the chance to sharpen their counting skills by locating the specific letter linked to the animal as they are scattered throughout the colourful illustrations.<br /><br />If you are a parent of a young son or daughter, I highly recommend the hard copy purchase of this book as it will be one they remember for many years."
94,5,Good book
95,2,"I bought this book following a recommendation but I should have listened to my internal voice saying loud at me: &#34;With such a title, it can't be good...&#34;. Should I have listened to it, I would have avoided to spend my money on it and the tedious, unpleasant experience of reading it. It says in the intro that &#34;tantra is [...] not a journey for the faint-hearted, the weak-minded or the emotionally troubled. It presents serious difficulties even to the heroic&#34;. I thought that was a good start but I soon realized that there's little challenge in what is presented here, if there's any content at all, because out of a few questionable hints for thoughts, the book appears without a direction and leads nowhere. It's a collection of modestly written writings, partly fictional and partly in the form of an essay, badly organized and introduced to the reader without a clear logic. I found it non compelling at all and really had the impression that the author had no respect for my time. It actually made me lose interest in tantra. I had to go through all that self-referring new-age stuff that I've already read a million times from other questionable self-help manuals in an Eastern spiritualistic vein: chakras, meditation, PC muscle exercises, eating only brown rice for 10 days consecutively... obviously you are supposed to believe what the author says without any proof or evidence whatsoever - at page 250, for example, he lets the reader know that &#34;some tantrikas can taste with their fingertips. Some can taste with their lingams (penis). [...] Some have developed sensitivity inside their veins and arteries and can detect increasing levels of salts, sugars and oils in their blood when digesting food&#34;. And at page 208 you'll find out about an amazing technique that consists in observing each others' genitals for at least half an hour, and &#34;go deeply into the feelings evoked in the meditation&#34;. Yes, sure, go on, and a big thank you for wasting my time like that... On a final note, typography does matter when it comes to books, and this book is ugly to look at, as if it was edited in Power Point. Looks like it's self published - nothing against it, quite the contrary -, but they could at least make it presentable. The typography reveals a bad taste that pairs well with the vacuity of the content, and does nothing to make it more reader-friendly. Each chapter is structured in a triad, narrative-essay-narrative, sort of, but it took me a while to find this out. The feeling was just that I was going through a tedious disjointed writing."
96,5,"Dr Dunn writes in an academic yet approachable manner, building upon the basics to a successful end. Making soap is not hard, but if you are the sort who wants to know WHY, this will get you there."
97,5,A collection of charming stories which will appeal to  foodies and non-foodies.
98,5,A good book./
99,5,Can I just say AMAZING?!?!  The story was engaging and the artwork flawless!!  HIGHLY recommend to any avid comic book reader.  Valiant is quickly becoming my new go-to company for new comics!
100,4,wish johnny & mat would get together
101,5,Great book. I did the exercises in the book and found them really powerful and I could actually see and feel things in my life getting better. Recommended.
102,5,"Love this book! Beautiful illustrations, and is enjoyable for children and parents to find hidden pictures corresponding with the letter on the page"
103,5,"Sometime in 1892, Edward C. Randall, a prominent Buffalo, New York trial lawyer and businessman, was asked by a friend to accompany him on a visit to Emily S. French, a Rochester woman who, Randall was told, had strange powers and received messages from spirits.  “This was an unexplored world to me,” Randall wrote.  I went, and found there two others, both men of national reputation.  We sat in a dark room for two hours, and heard what purported to be voices, though they were only faint whispers.  We were not at all satisfied, but could not condemn, because we did not understand…We did not then believe that the whispers came from the great beyond, but, mystified, we determined to know what they were.”<br /><br />Over the next 20 years, until Mrs. French’s death in 1912, at age 80, Randall would sit with her more than 700 times. “In my investigations, covering many years, in the room in my own home devoted to such work, thousands of men whom I have known personally have talked with me, using their own tongues,” he wrote. “I have recognized their voices; they have recalled and related countless facts and incidents of their daily life and have proved beyond question their identity.”<br /><br />Randall explained that each voice had individuality. “When new spirits come for the first time and take on the condition of vocalization, there is often a similarity in tone quality, but this soon passes away, as they grow accustomed to using their voices in this way,” he explained. “The voices of those accustomed to speak never change, and are easily recognized.  There is no similarity of thought or words.”  Randall further mentioned that the strength of the voices varies greatly, much as they do in earth life.<br /><br />After satisfying himself that Mrs. French was a genuine medium and that he was hearing from “spirit people,” including his mother and father, Randall turned to asking the spirit people questions about the afterlife.  And that is what this book is mostly about. The reader looking for the evidential type of communication coming through mediums will not find much in this book, unless he or she considers the unlikelihood that such wisdom as set forth in the book did not likely come from this very average woman with no special education or exposure to higher philosophies.  That should serve as evidence of something very strange and mystical.<br /><br />In one communication, the communicating spirit likened the difference between his plane and the earth plane as much like the difference between living on land and living in the sea, pointing out that people on land could move with greater freedom than life that exists in the oceans because the material conditions become higher in vibration as we ascend the scales of motion, or, to look at it from the other end, there is more resistance the lower we descend.  But Randall asked for further clarification and was told: “It is difficult to explain to you who know little of matter, the locations and boundaries of the various planes where we live.  First let me impress upon you the fact that energy, that is, life, cannot express itself except in substance.  The idea that spirit people function without substance and that they and the plane in which they live are unsubstantial, is preposterous and illogical.  The gases that compose water, taken separately, are as substantial as when united.  Why should it be thought impossible, since matter was created, for Nature to create other material than physical, to create spirit material?  There are millions of worlds inhabited by human beings in that space you call the sky.  Don’t for a moment think that yours is the only world, and that God made the universe for you alone.”<br /><br />The spirit went on to say that around and about the globe we call earth are separate, material, concentric belts, zones, or planes,  varying in width and vibratory action, as well as in density, and it is to these zones or planes that planetary life passes at the event we call death.  He added that he knew only the boundaries of the plane in which he existed and did not know any more about the boundaries of the planes beyond him than Randall knew about the spirit planes.  Numerous other spirits referred to the planes or spheres in the afterlife and said that there were seven of them.<br /><br />Another spirit communicated she was on the third sphere and only knew of higher spheres from what teachers from those spheres have told her.  “In the lower sphere, one sees such suffering among those still earth-bound,” she said. “They, too, are busy working out past faults and they are often heavy-hearted.  Generally speaking, the first sphere is the one where restitution must be made, and where the final wrenching away from earth conditions takes place.  The second is one of instruction, a period of study, during which the spirit gains knowledge of self and natural laws.  The third is one of teaching those in the lower spheres, as I have said.  The fourth sphere is one of trial and temptation.  The fifth is truth, where error and falsehood are unknown.  In the sixth, all is harmony.  In the seventh, the spirits reach the plane of exaltations and become one with the great spirit that rules the universe.”<br /><br />The wisdom set forth in this book seems very consistent with other communication purportedly coming from the afterlife and offers much to think about.  It certainly offers much more than that provided by orthodox religion.  The book occupies a special place in my library.s that planetary life passes at the event we call death.  He added that he knew only the boundaries of the plane in which he existed and did not know any more about the boundaries of the planes beyond him than Randall knew about the spirit planes.  Numerous other spirits referred to the planes or spheres in the afterlife and said that there were seven of them.<br /><br />Another spirit communicated she was on the third sphere and only knew of higher spheres from what teachers from those spheres have told her.  “In the lower sphere, one sees such suffering among those still earth-bound,” she said. “They, too, are busy working out past faults and they are often heavy-hearted.  Generally speaking, the first sphere is the one where restitution must be made, and where the final wrenching away from earth conditions takes place.  The second is one of instruction, a period of study, during which the spirit gains knowledge of self and natural laws.  The third is one of teaching those in the lower spheres, as I have said.  The fourth sphere is one of trial and temptation.  The fifth is truth, where error and falsehood are unknown.  In the sixth, all is harmony.  In the seventh, the spirits reach the plane of exaltations and become one with the great spirit that rules the universe.”<br /><br />The wisdom set forth in this book seems very consistent with other communication purportedly coming from the afterlife and offers much to think about.  It certainly offers much more than that provided by orthodox religion.  The book occupies a special place in my library."
104,5,"This is a classic in the field of research.<br /><br />The author describes not just what people think, but how they think, and how they operate.<br /><br />I highly recommend this book for any serious academic researcher."
105,5,series
106,4,"At times it seemed this book was more about Ronnie Hawkins and Bob Dylan than it was about the musicians in The Band. Both Hawkins and Dylan were important factors in the group’s formation and popularity, but I finished wanting to know more about the individual Band members.<br />*<br />I guess this can be justified by the actual length of time The Band was together. The classic line-up responsible for the hit songs, albums and film The Last Waltz, was short-lived. Their groupings and re-groupings as The Hawks (backing Hawkins), hooking up with Dylan, retreat from New York City to Woodstock, and developing their Americana back-to-the-roots music is the heart of the story. It was also about their musicianship. It’s made very clear that while other artists in the late 60’s and early 70’s were wind milling, posing and jiving onstage, The Band was more interested in keeping their showmanship on low voltage to concentrate on playing good music.<br />*<br />There were insights on each member, though as mentioned I would’ve liked more. Of particular interest was Levon Helm’s anger toward Robbie Robertson for being cut out of songwriting credits and having the rug pulled out from under The Band’s career when Robertson and film director Martin Scorsese staged The Last Waltz. The all-star concert and hit film marked the end of The Band. According to Helm, the concept was Robertson’s idea as a way to leave the group, even though the other members weren’t ready or agreeable to it.<br />*<br />The remainder of the book concentrated on the members’ solo careers and various attempts at reforming without Robertson, their chief songwriter. Richard Manuel, Rick Danko and Garth Hudson are each  worthy of his own book, or at least an individual chapter in this one. Every song ever recorded by the members seemed to be listed, along with many musicians in The Band’s circle that were major, minor, or unknown except to die-hard fans. Even with some musical knowledge, I found many of the players and circumstances to be somewhat confusing and skimmed over these segments.<br />*<br />In all, this is a decent overview of The Band and their music. It’s not a definitive biography, but worth reading if you’re already a fan.I found many of the players and circumstances to be somewhat confusing and skimmed over these segments.<br />*<br />In all, this is a decent overview of The Band and their music. It’s not a definitive biography, but worth reading if you’re already a fan."
107,5,Great read along with the way the book's choose your own style should some great passages along with something a bit more uplifting that made me feel better about having neil as my favorite actor
108,1,"God Help the Child by Toni Morrison is the repetitious story of my skin is too dark, my man left me, and my momma did me wrong (that's why I am so messed up as an adult) story line that has been beat to death and needs to die. The story nor its characters were fully developed.  I had no reason to care for the main character, her mother, or her boyfriend. I didn't learn anything from the story. It left me quite...well void.  The book wasn't even 200 pages so I'm not sure if the story ended or if a part 2 is coming.  This will probably be the shortest book review I have ever written because the book just didn't give me anything to write about.  The story was stereotypical and arid.  Definitely, not one of my favorites."
109,5,"Last year, Tracy Groot gave us a snapshot of life in Civil War Andersonville, Georgia in The Sentinels of Andersonville. Her latest release moves us forward to another conflict, World War II, and one of the bleakest times for the English forces during the war. Maggie Bright starts with a scene in Belgium involving a soldier with shellshock. The injured man is unable to utter anything except quotes by the poet Milton, specifically from Paradise Lost. This becomes a running theme throughout the book as he is escorted to Dunkirk to be evacuated.<br /><br />On the other side of the English Channel is Clare, experiencing independence for the first time as the new owner of a yacht. She lets out rooms on it, and has a very small group of acquaintances. She’s been alone for most of her life, but her circle is expanded after her boat is burgled. Thanks to Maggie Bright, her life will be changed forever.<br /><br />Tracy Groot writes in a certain style that’s difficult to describe. Her characters belong to real life and speak appropriately. Descriptions aren’t that detailed but still pulled me into the story. The evacuation took place before the Battle of Britain, so there’s nothing about the Germans bombing London or the south coast. But there are scenes from history, such as the Westminster Abbey prayer service which was attended by the King and Queen of England. It’s written with a touch of humor that offsets the start horror of war. After all, humor is often what kept the British people going.<br /><br />Although the publisher bills Clare as the main character, this is not just Clare’s story. Nor is it that of the American illustrator, the retired school teacher, the English policeman, or the soldiers trying to escape the oncoming Nazi forces in France. This is the story of Maggie Bright, who did what men demanded of her during a time of great danger. I don’t want to give anything away, but I had a tear in my eye when I read the final few pages and I wouldn’t be surprised if you do too.<br /><br />Thank you to Tyndale House Publishers for my complimentary copy of Maggie Bright, which I received in exchange for my honest review.t be surprised if you do too.<br /><br />Thank you to Tyndale House Publishers for my complimentary copy of Maggie Bright, which I received in exchange for my honest review."
110,5,"This book has been amazing. There is a ton of information in it to help parents that may be having a difficult time with their child. I love that this is a Christ-centered book. It really helps you get right to the root of why your child may be acting the way they are, and steps on how to solve those problems with a plan suited for your family.<br /><br />The book teaches you so much about your child, how you can see change in 40 days and how you can grow together as a family. I highly recommend this book to ALL parents. If you are a parent, I am sure at some point this book will come in handy for you. You will learn a lot from it.  ;)<br /><br />I received this book in exchange for my honest and unbiased review."
111,5,Thank you!
112,5,"Think you know the Lionel Atwill story? Think you are familiar with the key performances of this<br /><br />unique actor? Think again! Neil Pettigrew has uncovered a wealth of previously unpublished<br /><br />material detailing Atwill’s life, films and theatrical career which adds immeasurably to the sterling<br /><br />research already published by Greg Mank and others. “The Exquisite Villain” covers Atwill’s early life<br /><br />and stage career in greater detail than ever before, and if you want to know the truth behind those<br /><br />infamous court cases, it is all laid out here. On the other hand, if you’re looking for a straightforward<br /><br />“Films of...” style book, this volume is equally indispensible. Each film has its own chapter covering<br /><br />plot points, cast and production detail, and presents many new nuggets of information. Mr<br /><br />Pettigrew scores highly when noting the finer points of Atwill’s performances, where the actor<br /><br />apparently drew upon his own character and experiences. The book is illustrated throughout with<br /><br />numerous rare stills, stage photos and early advertising material which has not seen the light of day<br /><br />since its original publication. I have no hesitation in recommending “The Exquisite Villain” to every<br /><br />fan of Lionel Atwill and classic horror, anyone interested in Hollywood’s golden era, or any student<br /><br />of 20th Century theatre."
113,5,Great book if you want to learn more about this author and the impact his writing had on our lives.
114,2,This was not for WiiU. only xbox and PS.
115,5,I read this book to my 4 year old daughter and 1 year old son every night. They absolutely love it! This book is wonderfully written and the illustrations are beautiful. I definitely recommend this book!
116,5,"The double authors of Rude Awakenings, a British Theravada Buddhist monk Ajahn Sucitto,  and his samanera assistant, Nick Scott, got to the heights and depths of real pilgrimage--the kind done on foot. Bare feet got them a start, but soon the bad roads, travel through farmed fields, small accidents, and blisters, soon returned them to footwear. Bravo for them. Hence the title. With more reviews on this page, I'll finish by urging people to read their story and enjoy their honesty--not to leave out the warm hospitality of villagers who offered them food and rest."
117,5,I loved this book!  It really teaches every reader on how to change relationships by changing the only thing you have control of ... yourself!  This book should be handed out in college so every student can go out in the world and have all the building blocks to build healthy & fulfilling relationships.
118,5,great book * will probably need more for our Bible Study group
119,4,Order revived earlier than expected. Being using it so far with my son. Pretty straight forward.
120,3,Purchased book for a study group on C.S. Lewis.
121,5,We used this book as curriculum for my son when he was 7 and in first grade. I would read to him and he would draw what I read. Two years later and he is still referencing this book!! It was that great and the information that absorbable.
122,1,So someone writes a book and then says that there is no evidence to collaborate anything he says.  So how can you believe any of it?
123,5,love the book
124,5,"Contains your next puzzle piece in understanding this quantum world we live in. Morphic Resonance is not exactly a fireside book, but necessary reading to understand how we are influenced by our connection to the Field. It was an eye-opener for me and helped me understand how our thoughts come together with other thoughts in the existing fields that are already established, ready for us to connect. Is it in the DNA of the Salmon to swim upstream to spawn or do the Salmon connect with a morphic field for the information? How about the Monarch Butterfly migration or the Swallows returning to Capistrano every year and birds flying south for the winter. Expand your knowledge by reading Sheldrakes book."
125,5,John Gotti Jr beat the corrupt system that we have. Read the online book in one night. Go read the book. You will have a new perspective and reality hit about what code and honor is. Good luck to you JR in your redemption. R.I.P to the King of New York.
126,5,"Amazing boo, love the renting part"
127,5,Very nice book!
